"CUST_ID","CUST_GENDER","AGE","CUST_MARITAL_STATUS","COUNTRY_NAME","CUST_INCOME_LEVEL","EDUCATION","OCCUPATION","HOUSEHOLD_SIZE","YRS_RESIDENCE","AFFINITY_CARD","BULK_PACK_DISKETTES","FLAT_PANEL_MONITOR","HOME_THEATER_PACKAGE","BOOKKEEPING_APPLICATION","PRINTER_SUPPLIES","Y_BOX_GAMES","OS_DOC_SET_KANJI"
100028,"F",32,"NeverM","United States of America","E: 90,000 - 109,999","Bach.","Cleric.","2",4,0,0,0,0,1,1,0,0
100029,"M",41,"Married","United States of America","I: 170,000 - 189,999","Assoc-A","TechSup","3",5,1,1,1,1,1,1,0,0
100030,"F",23,"Divorc.","United States of America","I: 170,000 - 189,999","HS-grad","Other","2",2,0,1,1,0,1,1,1,0
100031,"F",36,"Divorc.","Denmark","H: 150,000 - 169,999","Bach.","Sales","6-8",4,0,1,0,1,1,1,0,0
100032,"M",38,"NeverM","United States of America","J: 190,000 - 249,999","HS-grad","Cleric.","2",4,0,1,1,1,1,1,0,0
100033,"M",45,"Divorc.","United States of America","J: 190,000 - 249,999","HS-grad","Machine","9+",5,0,1,1,1,1,1,0,0
100034,"M",40,"Married","Singapore","L: 300,000 and above","PhD","Prof.","3",4,1,1,1,1,1,1,0,0
100035,"F",30,"Married","United States of America","H: 150,000 - 169,999","Bach.","Prof.","4-5",4,1,1,0,0,1,1,0,0
100036,"M",49,"Married","United States of America","L: 300,000 and above","Bach.","Exec.","3",6,0,1,1,1,1,1,0,0
100037,"M",46,"Separ.","United States of America","J: 190,000 - 249,999","Profsc","Prof.","2",6,1,1,1,1,1,1,0,0
100038,"F",23,"Married","United States of America","G: 130,000 - 149,999","HS-grad","Cleric.","6-8",2,0,0,0,0,1,1,1,0
100039,"M",33,"Married","United States of America","J: 190,000 - 249,999","Assoc-A","Prof.","3",3,1,1,1,0,1,1,0,0
100040,"F",17,"NeverM","United States of America","J: 190,000 - 249,999","11th","Sales","1",0,0,1,1,0,0,1,1,0
100041,"F",21,"NeverM","United States of America","L: 300,000 and above","HS-grad","Handler","1",2,0,1,1,0,1,1,1,0
100042,"M",37,"Married","United States of America","J: 190,000 - 249,999","Bach.","Prof.","3",1,1,1,1,1,1,1,0,0
100043,"M",24,"NeverM","United States of America","G: 130,000 - 149,999","HS-grad","Other","1",2,0,0,0,0,1,1,1,0
100044,"M",23,"NeverM","United States of America","G: 130,000 - 149,999","HS-grad","Sales","2",2,0,0,0,0,1,1,1,0
100045,"M",33,"Married","United States of America","L: 300,000 and above","Assoc-A","Sales","3",5,0,1,1,0,1,1,0,0
100046,"M",41,"Married","United States of America","F: 110,000 - 129,999","< Bach.","Exec.","3",5,1,0,0,1,1,1,0,0
100047,"M",23,"NeverM","United States of America","C: 50,000 - 69,999","HS-grad","Cleric.","1",2,0,0,0,0,1,1,1,0
100048,"M",23,"NeverM","United States of America","I: 170,000 - 189,999","HS-grad","Sales","1",2,0,1,1,0,1,1,1,0
100049,"F",55,"Divorc.","United States of America","L: 300,000 and above","HS-grad","Machine","2",6,0,1,1,1,1,1,0,0
100050,"M",24,"NeverM","Argentina","F: 110,000 - 129,999","12th","Machine","9+",2,0,0,0,0,0,1,1,0
100051,"F",44,"Divorc.","United States of America","L: 300,000 and above","HS-grad","Handler","2",6,0,1,1,1,1,1,0,0
100052,"M",46,"Married","United States of America","H: 150,000 - 169,999","Masters","Exec.","3",6,1,1,0,1,1,1,0,0
100053,"M",69,"Married","United States of America","F: 110,000 - 129,999","HS-grad","TechSup","3",5,0,0,0,1,1,1,0,0
100054,"F",35,"NeverM","United States of America","J: 190,000 - 249,999","HS-grad","Exec.","2",4,0,1,1,1,1,1,0,0
100055,"F",25,"Married","United States of America","J: 190,000 - 249,999","< Bach.","Exec.","4-5",1,0,1,1,0,1,1,1,0
100056,"M",44,"Married","United States of America","F: 110,000 - 129,999","Bach.","TechSup","3",4,0,0,0,1,1,1,0,0
100057,"M",41,"Married","United States of America","L: 300,000 and above","Bach.","Prof.","3",4,1,1,1,1,1,1,0,0
100058,"M",42,"Married","United States of America","H: 150,000 - 169,999","< Bach.","Farming","3",6,0,1,1,1,1,1,0,0
100059,"M",49,"Divorc.","United States of America","E: 90,000 - 109,999","HS-grad","Sales","2",6,1,0,0,1,1,1,0,0
100060,"F",34,"Mabsent","United States of America","G: 130,000 - 149,999","HS-grad","Other","9+",6,0,0,0,0,1,1,0,0
100061,"M",44,"Divorc.","United States of America","D: 70,000 - 89,999","Assoc-V","TechSup","9+",4,0,0,0,1,1,1,0,0
100062,"F",40,"NeverM","United States of America","K: 250,000 - 299,999","Bach.","TechSup","2",5,0,1,1,1,1,1,0,0
100063,"M",53,"Married","United States of America","E: 90,000 - 109,999","HS-grad","TechSup","3",5,1,0,0,1,1,1,0,0
100064,"M",53,"Married","United States of America","G: 130,000 - 149,999","HS-grad","Machine","3",5,0,0,0,1,1,1,0,0
100065,"M",54,"Divorc.","United States of America","I: 170,000 - 189,999","HS-grad","Transp.","2",5,0,1,1,1,1,1,0,0
100066,"M",46,"Married","United States of America","L: 300,000 and above","Bach.","Prof.","3",6,1,1,1,1,1,1,0,0
100067,"M",41,"NeverM","United States of America","H: 150,000 - 169,999","Bach.","TechSup","2",4,0,1,0,1,1,1,0,0
100068,"M",61,"Married","United States of America","C: 50,000 - 69,999","HS-grad","Exec.","3",6,1,0,0,1,1,1,0,0
100069,"F",45,"Divorc.","United States of America","G: 130,000 - 149,999","Profsc","Prof.","9+",5,0,0,0,1,1,1,0,0
100070,"M",43,"Married","United States of America","F: 110,000 - 129,999","< Bach.","Crafts","3",5,1,0,0,1,1,1,0,0
100071,"M",28,"Married","United States of America","G: 130,000 - 149,999","< Bach.","Sales","3",4,1,0,0,0,1,1,1,0
100072,"M",32,"Mabsent","Argentina","J: 190,000 - 249,999","5th-6th","Crafts","6-8",3,0,1,1,0,0,1,0,0
100073,"M",44,"Married","United States of America","K: 250,000 - 299,999","PhD","Prof.","3",4,1,1,1,1,1,1,0,0
100074,"M",36,"NeverM","United States of America","B: 30,000 - 49,999","HS-grad","Farming","2",5,0,0,0,1,1,1,0,0
100075,"M",39,"Married","United States of America","I: 170,000 - 189,999","Bach.","Crafts","3",4,0,1,1,1,1,1,0,0
100076,"M",21,"NeverM","United States of America","K: 250,000 - 299,999","< Bach.","Other","1",2,0,1,1,0,1,1,1,0
100077,"F",44,"Married","United States of America","K: 250,000 - 299,999","< Bach.","Cleric.","4-5",4,0,1,1,1,1,1,0,0
100078,"M",28,"Married","United States of America","J: 190,000 - 249,999","HS-grad","Transp.","3",3,0,1,1,0,1,1,1,0
100079,"F",25,"NeverM","United States of America","I: 170,000 - 189,999","HS-grad","Crafts","6-8",3,0,1,1,0,1,1,1,0
100080,"M",27,"Married","United States of America","G: 130,000 - 149,999","9th","Crafts","3",3,0,0,0,0,0,1,1,0
100081,"M",48,"Married","Italy","E: 90,000 - 109,999","Bach.","Exec.","3",7,1,0,0,1,1,1,0,0
100082,"M",28,"NeverM","United States of America","L: 300,000 and above","Bach.","Cleric.","2",3,0,1,1,0,1,1,1,0
100083,"F",29,"Divorc.","United States of America","A: Below 30,000","Bach.","Other","9+",3,0,0,0,0,1,1,1,0
100084,"F",36,"Widowed","United States of America","I: 170,000 - 189,999","HS-grad","Handler","9+",3,0,1,1,1,1,1,0,0
100085,"M",59,"Married","United States of America","H: 150,000 - 169,999","HS-grad","Machine","3",6,1,1,1,1,1,1,0,0
100086,"F",19,"NeverM","United States of America","L: 300,000 and above","12th","Other","6-8",1,0,1,1,0,0,1,1,0
100087,"M",33,"NeverM","United States of America","D: 70,000 - 89,999","Bach.","Prof.","2",5,0,0,0,0,1,1,0,0
100088,"M",36,"NeverM","United States of America","L: 300,000 and above","7th-8th","Crafts","9+",4,0,1,1,1,0,1,0,0
100089,"M",68,"Married","United States of America","I: 170,000 - 189,999","Bach.","Exec.","3",7,1,1,1,1,1,1,0,0
100090,"F",42,"NeverM","United States of America","I: 170,000 - 189,999","Bach.","Exec.","2",4,0,1,1,1,1,1,0,0
100091,"M",41,"Married","United States of America","F: 110,000 - 129,999","Bach.","Exec.","3",4,0,0,0,1,1,1,0,0
100092,"M",69,"Divorc.","United States of America","L: 300,000 and above","Bach.","Handler","2",7,0,1,1,1,1,1,0,0
100093,"M",57,"Married","United States of America","L: 300,000 and above","< Bach.","Sales","3",7,0,1,1,1,1,1,0,0
100094,"M",46,"Married","United States of America","C: 50,000 - 69,999","HS-grad","Machine","3",5,1,0,0,1,1,1,0,0
100095,"M",37,"Married","United States of America","B: 30,000 - 49,999","Assoc-V","TechSup","3",4,0,0,0,1,1,1,0,0
100096,"F",45,"NeverM","United States of America","L: 300,000 and above","Masters","Prof.","2",7,0,1,1,1,1,1,0,0
100097,"F",33,"NeverM","Argentina","I: 170,000 - 189,999","5th-6th","Other","9+",3,0,1,1,0,0,1,0,0
100098,"M",25,"Separ.","United States of America","J: 190,000 - 249,999","11th","Crafts","1",3,0,1,1,0,0,1,1,0
100099,"M",30,"Married","United States of America","L: 300,000 and above","HS-grad","TechSup","3",3,0,1,1,0,1,1,0,0
100100,"F",44,"Married","United States of America","J: 190,000 - 249,999","Masters","Prof.","4-5",4,1,1,1,1,1,1,0,0
100101,"M",31,"Married","United States of America","H: 150,000 - 169,999","Bach.","Prof.","3",3,1,1,0,0,1,1,0,0
100102,"M",37,"NeverM","United States of America","C: 50,000 - 69,999","HS-grad","Crafts","9+",4,0,0,0,1,1,1,0,0
100103,"M",27,"NeverM","United States of America","J: 190,000 - 249,999","HS-grad","Protec.","1",3,0,1,1,0,1,1,1,0
100104,"M",21,"Separ.","United States of America","I: 170,000 - 189,999","10th","Machine","1",2,0,1,1,0,0,1,1,0
100105,"M",27,"NeverM","United States of America","J: 190,000 - 249,999","Bach.","Cleric.","1",3,0,1,1,0,1,1,1,0
100106,"F",40,"Married","United States of America","J: 190,000 - 249,999","HS-grad","Exec.","4-5",4,0,1,1,1,1,1,0,0
100107,"M",56,"Divorc.","United States of America","L: 300,000 and above","9th","Cleric.","2",6,0,1,1,1,0,1,0,0
100108,"M",48,"Married","United States of America","L: 300,000 and above","Masters","Other","3",5,0,1,1,1,1,1,0,0
100109,"M",46,"Married","United States of America","K: 250,000 - 299,999","Assoc-V","Exec.","3",7,0,1,1,1,1,1,0,0
100110,"M",28,"Married","United States of America","B: 30,000 - 49,999","< Bach.","Farming","3",4,0,0,0,0,1,1,1,0
100111,"M",33,"NeverM","Denmark","E: 90,000 - 109,999","< Bach.","Sales","2",2,0,0,0,0,1,1,0,0
100112,"M",61,"Married","United States of America","I: 170,000 - 189,999","HS-grad","Machine","3",6,0,1,1,1,1,1,0,0
100113,"F",18,"NeverM","United States of America","B: 30,000 - 49,999","12th","Cleric.","1",1,0,0,0,0,0,1,1,0
100114,"M",22,"NeverM","United States of America","E: 90,000 - 109,999","10th","Crafts","6-8",2,0,0,0,0,0,1,1,0
100115,"M",22,"NeverM","United States of America","F: 110,000 - 129,999","Bach.","Prof.","1",2,0,0,0,0,1,1,1,0
100116,"F",40,"Married","United States of America","L: 300,000 and above","Assoc-V","Prof.","4-5",4,0,1,1,1,1,1,0,0
100117,"F",35,"Divorc.","United States of America","I: 170,000 - 189,999","HS-grad","Other","2",4,0,1,1,1,1,1,0,0
100118,"M",47,"Married","United States of America","L: 300,000 and above","HS-grad","Exec.","3",6,1,1,1,1,1,1,0,0
100119,"F",41,"Divorc.","United States of America","G: 130,000 - 149,999","Bach.","Exec.","2",4,0,0,0,1,1,1,0,0
100120,"M",41,"Married","United States of America","B: 30,000 - 49,999","Assoc-V","Farming","3",5,0,0,0,1,1,1,0,0
100121,"M",28,"Divorc.","United States of America","I: 170,000 - 189,999","HS-grad","Crafts","2",4,0,1,1,0,1,1,1,0
100122,"F",49,"Married","United States of America","B: 30,000 - 49,999","HS-grad","Cleric.","4-5",4,0,0,0,1,1,1,0,0
100123,"F",65,"Widowed","United States of America","H: 150,000 - 169,999","HS-grad","Other","9+",3,0,1,0,1,1,1,0,0
100124,"M",64,"Married","United States of America","F: 110,000 - 129,999","HS-grad","Handler","3",3,0,0,0,1,1,1,0,0
100125,"M",28,"NeverM","United States of America","E: 90,000 - 109,999","Bach.","TechSup","1",1,0,0,0,0,1,1,1,0
100126,"M",35,"Married","United States of America","H: 150,000 - 169,999","HS-grad","Crafts","3",4,0,1,0,1,1,1,0,0
100127,"F",24,"NeverM","Argentina","J: 190,000 - 249,999","< Bach.","Other","1",2,0,1,1,0,1,1,1,0
100128,"F",35,"Married","United States of America","E: 90,000 - 109,999","Bach.","Exec.","4-5",3,1,0,0,1,1,1,0,0
100129,"M",24,"NeverM","United States of America","L: 300,000 and above","Assoc-A","Machine","1",1,0,1,1,0,1,1,1,0
100130,"M",46,"Married","Argentina","J: 190,000 - 249,999","5th-6th","Machine","3",5,0,1,1,1,0,1,0,0
100131,"M",25,"Divorc.","United States of America","K: 250,000 - 299,999","HS-grad","Other","2",3,0,1,1,0,1,1,1,0
100132,"F",77,"Widowed","United States of America","I: 170,000 - 189,999","< Bach.","House-s","2",4,0,1,1,1,1,1,0,0
100133,"F",28,"NeverM","United States of America","C: 50,000 - 69,999","Bach.","Cleric.","1",2,0,0,0,0,1,1,1,0
100134,"F",38,"Divorc.","United States of America","L: 300,000 and above","Assoc-A","Cleric.","2",2,0,1,1,1,1,1,0,0
100135,"F",46,"Married","United States of America","E: 90,000 - 109,999","11th","Other","4-5",5,1,0,0,1,0,1,0,0
100136,"M",29,"NeverM","United States of America","J: 190,000 - 249,999","Bach.","Protec.","2",4,0,1,1,0,1,1,1,0
100137,"F",40,"Divorc.","United States of America","E: 90,000 - 109,999","11th","Other","6-8",2,0,0,0,1,0,1,0,0
100138,"M",44,"NeverM","United States of America","L: 300,000 and above","Bach.","Prof.","2",4,0,1,1,1,1,1,0,0
100139,"M",58,"Married","Brazil","J: 190,000 - 249,999","1st-4th","Other","3",6,0,1,1,1,0,1,0,0
100140,"M",20,"NeverM","United States of America","J: 190,000 - 249,999","< Bach.","?","1",1,0,1,1,0,1,1,1,0
100141,"M",26,"Married","United States of America","F: 110,000 - 129,999","< Bach.","Cleric.","3",3,0,0,0,0,1,1,1,0
100142,"F",55,"Divorc.","United States of America","I: 170,000 - 189,999","HS-grad","Cleric.","2",6,0,1,1,1,1,1,0,0
100143,"F",34,"NeverM","United States of America","J: 190,000 - 249,999","Bach.","Prof.","2",3,0,1,1,0,1,1,0,0
100144,"M",36,"NeverM","United States of America","J: 190,000 - 249,999","< Bach.","Exec.","2",4,1,1,1,1,1,1,0,0
100145,"M",25,"NeverM","United States of America","L: 300,000 and above","HS-grad","Cleric.","1",3,0,1,1,0,1,1,1,0
100146,"M",44,"Married","United States of America","H: 150,000 - 169,999","HS-grad","Cleric.","3",6,1,1,1,1,1,1,0,0
100147,"M",78,"Married","United States of America","A: Below 30,000","HS-grad","?","3",6,0,0,0,1,1,1,0,0
100148,"F",67,"Widowed","United States of America","I: 170,000 - 189,999","7th-8th","Other","2",3,0,1,1,1,0,1,0,0
100149,"M",48,"Married","United States of America","E: 90,000 - 109,999","11th","Farming","3",6,1,0,0,1,0,1,0,0
100150,"M",57,"Married","United States of America","F: 110,000 - 129,999","HS-grad","Sales","3",7,0,0,0,1,1,1,0,0
100151,"M",46,"Married","United States of America","H: 150,000 - 169,999","HS-grad","?","3",5,0,1,0,1,1,1,0,0
100152,"F",33,"Married","United States of America","E: 90,000 - 109,999","HS-grad","TechSup","4-5",3,0,0,0,0,1,1,0,0
100153,"M",25,"NeverM","Italy","J: 190,000 - 249,999","< Bach.","?","1",3,0,1,1,0,1,1,1,0
100154,"F",47,"Divorc.","United States of America","H: 150,000 - 169,999","HS-grad","Exec.","9+",5,0,1,0,1,1,1,0,0
100155,"M",26,"Married","United States of America","I: 170,000 - 189,999","Assoc-V","Cleric.","3",3,0,1,1,0,1,1,1,0
100156,"M",36,"Married","United States of America","G: 130,000 - 149,999","HS-grad","Exec.","3",5,1,0,0,1,1,1,0,0
100157,"F",18,"NeverM","United States of America","I: 170,000 - 189,999","11th","Other","1",1,0,1,1,0,0,1,1,0
100158,"M",22,"NeverM","United States of America","G: 130,000 - 149,999","HS-grad","Sales","2",2,0,0,0,0,1,1,1,0
100159,"M",21,"NeverM","United States of America","G: 130,000 - 149,999","HS-grad","?","6-8",3,0,0,0,0,1,1,1,0
100160,"F",32,"Divorc.","United States of America","F: 110,000 - 129,999","Assoc-A","Prof.","9+",3,0,0,0,0,1,1,0,0
100161,"M",56,"NeverM","United States of America","C: 50,000 - 69,999","Bach.","Transp.","2",10,0,0,0,1,1,1,0,0
100162,"M",48,"Divorc.","United States of America","I: 170,000 - 189,999","HS-grad","Crafts","2",5,0,1,1,1,1,1,0,0
100163,"M",77,"Married","Brazil","J: 190,000 - 249,999","HS-grad","Other","3",6,0,1,1,1,1,1,0,0
100164,"M",57,"Married","United States of America","L: 300,000 and above","Bach.","Sales","3",9,1,1,1,1,1,1,0,0
100165,"F",44,"NeverM","United States of America","D: 70,000 - 89,999","Bach.","Prof.","2",4,0,0,0,1,1,1,0,0
100166,"F",42,"Married","Argentina","J: 190,000 - 249,999","< Bach.","Exec.","4-5",4,1,1,1,1,1,1,0,0
100167,"F",19,"NeverM","United States of America","B: 30,000 - 49,999","HS-grad","Cleric.","2",1,0,0,0,0,1,1,1,0
100168,"F",27,"Divorc.","United States of America","I: 170,000 - 189,999","< Bach.","Cleric.","9+",3,0,1,1,0,1,1,1,0
100169,"F",28,"Married","United States of America","D: 70,000 - 89,999","< Bach.","Sales","4-5",3,0,0,0,0,1,1,1,0
100170,"F",60,"Widowed","United States of America","F: 110,000 - 129,999","7th-8th","?","9+",3,0,0,0,1,0,1,0,0
100171,"F",37,"Married","United States of America","C: 50,000 - 69,999","HS-grad","Cleric.","4-5",4,1,0,0,1,1,1,0,0
100172,"M",19,"NeverM","United States of America","J: 190,000 - 249,999","HS-grad","Handler","1",1,0,1,1,0,1,1,1,0
100173,"M",44,"Married","United States of America","H: 150,000 - 169,999","Assoc-A","Prof.","3",4,1,1,0,1,1,1,0,0
100174,"M",51,"Divorc.","United States of America","F: 110,000 - 129,999","Bach.","Exec.","2",6,1,0,0,1,1,1,0,0
100175,"M",28,"Married","United States of America","J: 190,000 - 249,999","HS-grad","Crafts","3",3,0,1,1,0,1,1,1,0
100176,"M",35,"Married","United States of America","I: 170,000 - 189,999","HS-grad","Protec.","3",4,1,1,1,1,1,1,0,0
100177,"M",19,"NeverM","United States of America","L: 300,000 and above","< Bach.","Handler","1",1,0,1,1,0,1,1,1,0
100178,"M",49,"Married","United States of America","H: 150,000 - 169,999","HS-grad","Crafts","3",5,0,1,0,1,1,1,0,0
100179,"M",52,"Married","Italy","E: 90,000 - 109,999","Masters","Exec.","3",7,1,0,0,1,1,1,0,0
100180,"M",22,"NeverM","United States of America","L: 300,000 and above","< Bach.","Prof.","1",3,0,1,1,0,1,1,1,0
100181,"F",26,"NeverM","United States of America","K: 250,000 - 299,999","< Bach.","Other","1",1,0,1,1,0,1,1,1,0
100182,"M",31,"Married","United States of America","L: 300,000 and above","HS-grad","Machine","3",3,0,1,1,0,1,1,0,0
100183,"M",55,"Married","United States of America","G: 130,000 - 149,999","HS-grad","Crafts","3",6,1,0,0,1,1,1,0,0
100184,"F",41,"NeverM","United States of America","B: 30,000 - 49,999","HS-grad","Cleric.","2",4,0,0,0,1,1,1,0,0
100185,"M",50,"Married","Italy","J: 190,000 - 249,999","Bach.","Sales","3",8,1,1,1,1,1,1,0,0
100186,"M",18,"NeverM","United States of America","J: 190,000 - 249,999","HS-grad","?","1",1,0,1,1,0,1,1,1,0
100187,"F",25,"Divorc.","United States of America","J: 190,000 - 249,999","< Bach.","TechSup","1",3,0,1,1,0,1,1,1,0
100188,"F",19,"NeverM","United States of America","J: 190,000 - 249,999","< Bach.","Cleric.","1",1,0,1,1,0,1,1,1,0
100189,"M",25,"NeverM","United States of America","L: 300,000 and above","Masters","Prof.","1",1,0,1,1,0,1,1,1,0
100190,"M",47,"Married","United States of America","D: 70,000 - 89,999","Bach.","Prof.","3",5,0,0,0,1,1,1,0,0
100191,"M",26,"Married","United States of America","H: 150,000 - 169,999","HS-grad","Sales","3",3,0,1,1,0,1,1,1,0
100192,"M",36,"Married","United States of America","I: 170,000 - 189,999","Masters","Prof.","3",4,1,1,1,1,1,1,0,0
100193,"M",28,"NeverM","United States of America","B: 30,000 - 49,999","Bach.","Prof.","1",1,0,0,0,0,1,1,1,0
100194,"F",22,"NeverM","Italy","C: 50,000 - 69,999","HS-grad","Sales","1",2,0,0,0,0,1,1,1,0
100195,"M",19,"NeverM","United States of America","K: 250,000 - 299,999","HS-grad","Other","6-8",1,0,1,1,0,1,1,1,0
100196,"M",64,"Married","United States of America","K: 250,000 - 299,999","Profsc","?","3",3,0,1,1,1,1,1,0,0
100197,"M",42,"Married","United States of America","F: 110,000 - 129,999","HS-grad","Crafts","3",2,0,0,0,1,1,1,0,0
100198,"F",17,"NeverM","United States of America","G: 130,000 - 149,999","11th","?","1",1,0,0,0,0,0,1,1,0
100199,"F",81,"Widowed","United States of America","F: 110,000 - 129,999","9th","House-s","2",2,0,0,0,1,0,1,0,0
100200,"M",20,"NeverM","United States of America","L: 300,000 and above","< Bach.","Other","1",2,0,1,1,0,1,1,1,0
100201,"M",23,"NeverM","United States of America","L: 300,000 and above","< Bach.","Other","1",5,0,1,1,0,1,1,1,0
100202,"F",33,"NeverM","United States of America","J: 190,000 - 249,999","< Bach.","TechSup","2",3,0,1,1,0,1,1,0,0
100203,"M",29,"Married","United States of America","J: 190,000 - 249,999","HS-grad","Crafts","3",3,0,1,1,0,1,1,1,0
100204,"M",26,"Married","United States of America","J: 190,000 - 249,999","HS-grad","Crafts","3",3,0,1,1,0,1,1,1,0
100205,"M",23,"NeverM","United States of America","J: 190,000 - 249,999","HS-grad","Farming","1",2,0,1,1,0,1,1,1,0
100206,"M",26,"NeverM","Italy","H: 150,000 - 169,999","HS-grad","Cleric.","1",5,1,1,0,0,1,1,1,0
100207,"F",37,"NeverM","United States of America","K: 250,000 - 299,999","< Bach.","TechSup","1",4,0,1,1,1,1,1,0,0
100208,"F",32,"Divorc.","United States of America","J: 190,000 - 249,999","Assoc-A","Prof.","9+",3,0,1,1,0,1,1,0,0
100209,"F",35,"Divorc.","United States of America","G: 130,000 - 149,999","< Bach.","Exec.","2",4,1,0,0,1,1,1,0,0
100210,"M",55,"Married","United States of America","I: 170,000 - 189,999","Bach.","Exec.","3",14,0,1,1,1,1,1,0,0
100211,"M",23,"NeverM","United States of America","K: 250,000 - 299,999","< Bach.","Protec.","2",2,0,1,1,0,1,1,1,0
100212,"M",20,"NeverM","United States of America","F: 110,000 - 129,999","< Bach.","Other","2",2,0,0,0,0,1,1,1,0
100213,"F",25,"NeverM","United States of America","K: 250,000 - 299,999","Assoc-A","Cleric.","9+",3,0,1,1,0,1,1,1,0
100214,"F",19,"NeverM","United States of America","D: 70,000 - 89,999","HS-grad","Sales","1",1,0,0,0,0,1,1,1,0
100215,"M",44,"Married","United States of America","J: 190,000 - 249,999","HS-grad","Transp.","3",4,0,1,1,1,1,1,0,0
100216,"M",59,"Separ.","United States of America","J: 190,000 - 249,999","< Bach.","Protec.","2",6,1,1,1,1,1,1,0,0
100217,"M",46,"Mabsent","United States of America","G: 130,000 - 149,999","HS-grad","Farming","2",8,0,0,0,1,1,1,0,0
100218,"F",32,"NeverM","United States of America","K: 250,000 - 299,999","Bach.","Sales","2",3,0,1,1,0,1,1,0,0
100219,"M",54,"Married","Argentina","L: 300,000 and above","1st-4th","Other","3",5,0,1,1,1,0,1,0,0
100220,"F",24,"Married","United States of America","K: 250,000 - 299,999","Bach.","Cleric.","4-5",3,0,1,1,0,1,1,1,0
100221,"M",36,"Separ.","Argentina","J: 190,000 - 249,999","HS-grad","Transp.","6-8",5,0,1,1,1,1,1,0,0
