"CUST_ID","CUST_GENDER","AGE","CUST_MARITAL_STATUS","COUNTRY_NAME","CUST_INCOME_LEVEL","EDUCATION","OCCUPATION","HOUSEHOLD_SIZE","YRS_RESIDENCE","AFFINITY_CARD","BULK_PACK_DISKETTES","FLAT_PANEL_MONITOR","HOME_THEATER_PACKAGE","BOOKKEEPING_APPLICATION","PRINTER_SUPPLIES","Y_BOX_GAMES","OS_DOC_SET_KANJI"
101517,"F",38,"NeverM","United States of America","I: 170,000 - 189,999","HS-grad","Sales","9+",4,0,1,1,1,1,1,0,0
101518,"M",22,"NeverM","Argentina","L: 300,000 and above","5th-6th","Farming","6-8",2,0,1,1,0,0,1,1,0
101519,"F",46,"Divorc.","Brazil","J: 190,000 - 249,999","< Bach.","Sales","9+",5,0,1,1,1,1,1,0,0
101520,"M",39,"Married","United States of America","B: 30,000 - 49,999","HS-grad","Transp.","3",5,1,0,0,1,1,1,0,0
101521,"M",61,"Married","United States of America","L: 300,000 and above","HS-grad","Other","3",6,0,1,1,1,1,1,0,0
101522,"F",39,"NeverM","United States of America","J: 190,000 - 249,999","Masters","Prof.","2",4,1,1,1,1,1,1,0,0
101523,"M",22,"Mabsent","United States of America","L: 300,000 and above","HS-grad","Sales","2",2,0,1,1,0,1,1,1,0
101524,"M",38,"Married","United States of America","I: 170,000 - 189,999","HS-grad","Machine","3",5,0,1,1,1,1,1,0,0
101525,"F",18,"NeverM","United States of America","K: 250,000 - 299,999","HS-grad","Sales","1",1,0,1,1,0,1,1,1,0
101526,"M",40,"Married","United States of America","I: 170,000 - 189,999","Profsc","Prof.","3",4,1,1,1,1,1,1,0,0
101527,"M",19,"NeverM","United States of America","J: 190,000 - 249,999","< Bach.","Cleric.","1",1,0,1,1,0,1,1,1,0
101528,"M",52,"Separ.","United States of America","K: 250,000 - 299,999","HS-grad","Crafts","2",5,0,1,1,1,1,1,0,0
101529,"M",22,"NeverM","United States of America","K: 250,000 - 299,999","< Bach.","Handler","1",2,0,1,1,0,1,1,1,0
101530,"M",34,"Married","United States of America","H: 150,000 - 169,999","Bach.","Prof.","3",3,1,1,0,0,1,1,0,0
101531,"M",28,"Married","Argentina","J: 190,000 - 249,999","< Bach.","Transp.","3",3,0,1,1,0,1,1,1,0
101532,"M",37,"Divorc.","United States of America","C: 50,000 - 69,999","HS-grad","Machine","2",4,0,0,0,1,1,1,0,0
101533,"F",48,"Mabsent","United States of America","G: 130,000 - 149,999","Bach.","Cleric.","9+",5,0,0,0,1,1,1,0,0
101534,"M",38,"Married","Argentina","E: 90,000 - 109,999","Assoc-A","Other","3",4,0,0,0,1,1,1,0,0
101535,"F",33,"NeverM","United States of America","L: 300,000 and above","Bach.","Prof.","2",4,1,1,1,0,1,1,0,0
101536,"M",59,"Married","United States of America","E: 90,000 - 109,999","10th","Crafts","3",6,1,0,0,1,0,1,0,0
101537,"M",31,"Married","United States of America","E: 90,000 - 109,999","< Bach.","Exec.","3",3,0,0,0,0,1,1,0,0
101538,"M",39,"Married","Germany","I: 170,000 - 189,999","Assoc-A","Crafts","3",6,1,1,1,1,1,1,0,0
101539,"F",69,"Widowed","Italy","I: 170,000 - 189,999","Assoc-A","?","2",2,0,1,1,1,1,1,0,0
101540,"F",35,"NeverM","United States of America","L: 300,000 and above","< Bach.","?","9+",4,0,1,1,1,1,1,0,0
101541,"M",48,"Married","United States of America","B: 30,000 - 49,999","Assoc-V","Crafts","3",8,1,0,0,1,1,1,0,0
101542,"F",59,"NeverM","Italy","B: 30,000 - 49,999","Masters","Prof.","2",6,1,0,0,1,1,1,0,0
101543,"M",43,"Divorc.","United States of America","H: 150,000 - 169,999","< Bach.","Cleric.","2",5,1,1,0,1,1,1,0,0
101544,"M",24,"NeverM","United States of America","J: 190,000 - 249,999","HS-grad","Cleric.","1",2,0,1,1,0,1,1,1,0
101545,"F",43,"NeverM","United States of America","L: 300,000 and above","< Bach.","Exec.","2",1,0,1,1,1,1,1,0,0
101546,"F",48,"Divorc.","United States of America","J: 190,000 - 249,999","HS-grad","Crafts","9+",5,0,1,1,1,1,1,0,0
101547,"M",49,"Mabsent","United States of America","G: 130,000 - 149,999","Masters","Protec.","2",5,0,0,0,1,1,1,0,0
101548,"F",26,"NeverM","United States of America","C: 50,000 - 69,999","< Bach.","Cleric.","2",3,0,0,0,0,1,1,1,0
101549,"M",38,"Married","United States of America","L: 300,000 and above","< Bach.","Exec.","3",6,1,1,1,1,1,1,0,0
101550,"F",35,"Divorc.","United States of America","J: 190,000 - 249,999","7th-8th","TechSup","9+",4,0,1,1,1,0,1,0,0
101551,"M",66,"Married","New Zealand","I: 170,000 - 189,999","PhD","Prof.","3",7,1,1,1,1,1,1,0,0
101552,"M",28,"NeverM","United States of America","B: 30,000 - 49,999","Bach.","Prof.","1",3,0,0,0,0,1,1,1,0
101553,"M",52,"Married","United States of America","D: 70,000 - 89,999","HS-grad","Handler","3",1,0,0,0,1,1,1,0,0
101554,"M",64,"Married","United States of America","J: 190,000 - 249,999","< Bach.","Sales","3",6,0,1,1,1,1,1,0,0
101555,"M",41,"Married","Italy","B: 30,000 - 49,999","7th-8th","Crafts","3",4,0,0,0,1,0,1,0,0
101556,"F",64,"Widowed","United States of America","E: 90,000 - 109,999","< Bach.","?","9+",2,0,0,0,1,1,1,0,0
101557,"M",47,"Married","United States of America","K: 250,000 - 299,999","HS-grad","Sales","3",6,1,1,1,1,1,1,0,0
101558,"F",27,"Separ.","United States of America","J: 190,000 - 249,999","9th","?","9+",3,0,1,1,0,0,1,1,0
101559,"M",38,"Married","United States of America","E: 90,000 - 109,999","Masters","Exec.","3",7,1,0,0,1,1,1,0,0
101560,"M",46,"Married","United States of America","E: 90,000 - 109,999","Profsc","Prof.","3",7,1,0,0,1,1,1,0,0
101561,"M",34,"Married","United States of America","J: 190,000 - 249,999","< Bach.","Other","3",3,0,1,1,0,1,1,0,0
101562,"M",54,"Married","United States of America","I: 170,000 - 189,999","HS-grad","Crafts","3",5,0,1,1,1,1,1,0,0
101563,"F",47,"NeverM","Brazil","J: 190,000 - 249,999","HS-grad","Exec.","1",6,0,1,1,1,1,1,0,0
101564,"M",46,"Married","United States of America","J: 190,000 - 249,999","Masters","Sales","3",7,1,1,1,1,1,1,0,0
101565,"F",32,"NeverM","United States of America","K: 250,000 - 299,999","Masters","Exec.","2",5,1,1,1,0,1,1,0,0
101566,"M",38,"Divorc.","United States of America","J: 190,000 - 249,999","Bach.","Exec.","2",6,0,1,1,1,1,1,0,0
101567,"M",49,"Married","United States of America","F: 110,000 - 129,999","HS-grad","Transp.","3",5,0,0,0,1,1,1,0,0
101568,"M",21,"NeverM","United States of America","F: 110,000 - 129,999","< Bach.","Handler","1",2,0,0,0,0,1,1,1,0
101569,"M",49,"Married","United States of America","I: 170,000 - 189,999","Assoc-A","Sales","3",6,0,1,1,1,1,1,0,0
101570,"M",42,"Married","United States of America","J: 190,000 - 249,999","Profsc","Prof.","3",5,1,1,1,1,1,1,0,0
101571,"F",25,"NeverM","United States of America","L: 300,000 and above","Assoc-V","Other","1",1,0,1,1,0,1,1,1,0
101572,"F",46,"Divorc.","United States of America","H: 150,000 - 169,999","HS-grad","Cleric.","9+",5,0,1,0,1,1,1,0,0
101573,"M",34,"Married","United States of America","I: 170,000 - 189,999","11th","Machine","3",3,0,1,1,0,0,1,0,0
101574,"M",52,"Married","United States of America","G: 130,000 - 149,999","< Bach.","Sales","3",9,0,0,0,1,1,1,0,0
101575,"F",28,"Married","Australia","L: 300,000 and above","HS-grad","?","4-5",1,0,1,1,0,1,1,1,0
101576,"F",21,"NeverM","United States of America","J: 190,000 - 249,999","< Bach.","Other","1",2,0,1,1,0,1,1,1,0
101577,"F",33,"Married","United States of America","F: 110,000 - 129,999","< Bach.","Exec.","4-5",3,1,0,0,0,1,1,0,0
101578,"M",54,"Married","United States of America","I: 170,000 - 189,999","HS-grad","Crafts","3",5,1,1,1,1,1,1,0,0
101579,"M",46,"Married","United States of America","H: 150,000 - 169,999","< Bach.","Machine","3",5,0,1,0,1,1,1,0,0
101580,"M",43,"Married","United States of America","E: 90,000 - 109,999","HS-grad","Machine","3",4,1,0,0,1,1,1,0,0
101581,"M",42,"Married","United States of America","I: 170,000 - 189,999","Profsc","Prof.","3",4,1,1,1,1,1,1,0,0
101582,"M",35,"Married","United States of America","J: 190,000 - 249,999","HS-grad","Crafts","3",4,0,1,1,1,1,1,0,0
101583,"M",57,"Divorc.","Poland","L: 300,000 and above","1st-4th","Crafts","9+",6,0,1,1,1,0,1,0,0
101584,"F",27,"NeverM","United States of America","L: 300,000 and above","HS-grad","Exec.","1",3,0,1,1,0,1,1,1,0
101585,"M",21,"NeverM","United States of America","H: 150,000 - 169,999","< Bach.","Handler","1",2,0,1,0,0,1,1,1,0
101586,"F",34,"NeverM","United States of America","L: 300,000 and above","< Bach.","Exec.","2",4,0,1,1,0,1,1,0,0
101587,"F",35,"Divorc.","United States of America","L: 300,000 and above","< Bach.","Prof.","9+",4,0,1,1,1,1,1,0,0
101588,"M",21,"NeverM","United States of America","L: 300,000 and above","< Bach.","Prof.","1",1,0,1,1,0,1,1,1,0
101589,"M",42,"Divorc.","United States of America","C: 50,000 - 69,999","HS-grad","Machine","2",4,0,0,0,1,1,1,0,0
101590,"M",47,"NeverM","United States of America","K: 250,000 - 299,999","Masters","Prof.","2",5,0,1,1,1,1,1,0,0
101591,"F",40,"Divorc.","United States of America","J: 190,000 - 249,999","< Bach.","Other","2",4,0,1,1,1,1,1,0,0
101592,"F",35,"Married","United States of America","J: 190,000 - 249,999","Assoc-V","Other","4-5",4,1,1,1,1,1,1,0,0
101593,"M",53,"Married","United States of America","F: 110,000 - 129,999","Masters","Exec.","3",8,1,0,0,1,1,1,0,0
101594,"F",18,"NeverM","United States of America","G: 130,000 - 149,999","< Bach.","Other","1",1,0,0,0,0,1,1,1,0
101595,"M",26,"Married","United States of America","I: 170,000 - 189,999","Bach.","Other","3",3,1,1,1,0,1,1,1,0
101596,"M",23,"NeverM","United States of America","B: 30,000 - 49,999","HS-grad","Handler","6-8",2,0,0,0,0,1,1,1,0
101597,"M",18,"NeverM","United States of America","I: 170,000 - 189,999","11th","Handler","1",1,0,1,1,0,0,1,1,0
101598,"F",32,"NeverM","United States of America","F: 110,000 - 129,999","< Bach.","Cleric.","2",4,0,0,0,0,1,1,0,0
101599,"M",51,"Divorc.","United States of America","B: 30,000 - 49,999","HS-grad","Crafts","2",5,0,0,0,1,1,1,0,0
101600,"M",45,"Married","United States of America","F: 110,000 - 129,999","< Bach.","Exec.","3",5,1,0,0,1,1,1,0,0
101601,"M",56,"Married","United States of America","K: 250,000 - 299,999","< Bach.","Crafts","3",6,0,1,1,1,1,1,0,0
101602,"F",20,"NeverM","United States of America","K: 250,000 - 299,999","< Bach.","Cleric.","1",1,0,1,1,0,1,1,1,0
101603,"M",47,"Married","United States of America","G: 130,000 - 149,999","HS-grad","Crafts","3",5,1,0,0,1,1,1,0,0
101604,"M",42,"Married","United States of America","J: 190,000 - 249,999","HS-grad","Crafts","3",5,0,1,1,1,1,1,0,0
101605,"M",48,"Married","United States of America","K: 250,000 - 299,999","Bach.","Exec.","3",6,1,1,1,1,1,1,0,0
101606,"F",39,"Married","United States of America","I: 170,000 - 189,999","Bach.","Exec.","4-5",6,1,1,1,1,1,1,0,0
101607,"M",59,"Separ.","United States of America","G: 130,000 - 149,999","< Bach.","Sales","2",9,1,0,0,1,1,1,0,0
101608,"M",36,"Divorc.","United States of America","L: 300,000 and above","Assoc-A","Exec.","2",5,0,1,1,1,1,1,0,0
101609,"F",18,"NeverM","United States of America","K: 250,000 - 299,999","11th","Sales","2",1,0,1,1,0,0,1,1,0
101610,"M",18,"NeverM","United States of America","I: 170,000 - 189,999","11th","Handler","1",0,0,1,1,0,0,1,1,0
101611,"F",20,"NeverM","United States of America","F: 110,000 - 129,999","< Bach.","?","1",2,0,0,0,0,1,1,1,0
101612,"M",26,"Married","United States of America","G: 130,000 - 149,999","Bach.","?","3",3,0,0,0,0,1,1,1,0
101613,"M",33,"NeverM","Saudi Arabia","K: 250,000 - 299,999","HS-grad","Other","9+",3,0,1,1,0,1,1,0,0
101614,"M",62,"Married","United States of America","E: 90,000 - 109,999","10th","Machine","3",6,0,0,0,1,0,1,0,0
101615,"F",27,"Divorc.","United States of America","I: 170,000 - 189,999","< Bach.","Cleric.","1",1,0,1,1,0,1,1,1,0
101616,"F",23,"NeverM","United States of America","E: 90,000 - 109,999","Bach.","TechSup","1",2,0,0,0,0,1,1,1,0
101617,"F",22,"NeverM","Denmark","B: 30,000 - 49,999","< Bach.","?","1",0,0,0,0,0,1,1,1,0
101618,"M",46,"Married","United States of America","E: 90,000 - 109,999","< Bach.","Crafts","3",5,0,0,0,1,1,1,0,0
101619,"F",39,"NeverM","Brazil","J: 190,000 - 249,999","11th","Prof.","9+",3,0,1,1,1,0,1,0,0
101620,"M",46,"Married","United States of America","H: 150,000 - 169,999","HS-grad","Cleric.","3",7,1,1,0,1,1,1,0,0
101621,"M",46,"Married","United States of America","J: 190,000 - 249,999","Bach.","Protec.","3",5,1,1,1,1,1,1,0,0
101622,"M",23,"NeverM","United States of America","J: 190,000 - 249,999","HS-grad","Machine","2",2,0,1,1,0,1,1,1,0
101623,"F",37,"Separ.","United States of America","J: 190,000 - 249,999","12th","House-s","9+",4,0,1,1,1,0,1,0,0
101624,"M",37,"NeverM","Japan","B: 30,000 - 49,999","< Bach.","Other","1",4,0,0,0,1,1,1,0,0
101625,"M",55,"Married","United States of America","J: 190,000 - 249,999","< Bach.","Crafts","3",6,0,1,1,1,1,1,0,0
101626,"F",45,"Divorc.","United States of America","I: 170,000 - 189,999","Masters","Prof.","1",7,0,1,1,1,1,1,0,0
101627,"M",29,"NeverM","United States of America","I: 170,000 - 189,999","Bach.","Sales","2",4,1,1,1,0,1,1,1,0
101628,"M",20,"NeverM","United States of America","H: 150,000 - 169,999","< Bach.","?","1",2,0,1,0,0,1,1,1,0
101629,"M",40,"Married","United States of America","I: 170,000 - 189,999","< Bach.","Sales","3",6,1,1,1,1,1,1,0,0
101630,"M",40,"Married","United States of America","D: 70,000 - 89,999","< Bach.","Sales","3",5,0,0,0,1,1,1,0,0
101631,"F",20,"NeverM","United States of America","L: 300,000 and above","< Bach.","Cleric.","1",1,0,1,1,0,1,1,1,0
101632,"M",35,"Separ.","United States of America","H: 150,000 - 169,999","HS-grad","Transp.","1",4,0,1,1,1,1,1,0,0
101633,"M",34,"Married","United States of America","I: 170,000 - 189,999","Profsc","Prof.","3",5,1,1,1,0,1,1,0,0
101634,"M",24,"Married","United States of America","J: 190,000 - 249,999","Bach.","Sales","3",2,0,1,1,0,1,1,1,0
101635,"M",46,"Married","United States of America","B: 30,000 - 49,999","Bach.","Exec.","3",6,0,0,0,1,1,1,0,0
101636,"M",17,"NeverM","United States of America","L: 300,000 and above","12th","Other","1",1,0,1,1,0,0,1,1,0
101637,"M",32,"Married","United States of America","A: Below 30,000","Assoc-V","TechSup","3",3,0,0,0,0,1,1,0,0
101638,"M",41,"Married","United States of America","E: 90,000 - 109,999","Bach.","Sales","3",6,0,0,0,1,1,1,0,0
101639,"F",33,"Divorc.","China","H: 150,000 - 169,999","HS-grad","?","2",3,0,1,0,0,1,1,0,0
101640,"M",29,"NeverM","United States of America","I: 170,000 - 189,999","< Bach.","Exec.","2",4,0,1,1,0,1,1,1,0
101641,"M",57,"Married","Germany","G: 130,000 - 149,999","PhD","TechSup","3",6,1,0,0,1,1,1,0,0
101642,"F",32,"Married","United States of America","G: 130,000 - 149,999","< Bach.","TechSup","4-5",3,0,0,0,0,1,1,0,0
101643,"F",21,"NeverM","United States of America","L: 300,000 and above","10th","Other","2",2,0,1,1,0,0,1,1,0
101644,"M",36,"Divorc.","United States of America","J: 190,000 - 249,999","HS-grad","Machine","2",5,0,1,1,1,1,1,0,0
101645,"M",52,"Married","United States of America","J: 190,000 - 249,999","HS-grad","?","3",5,0,1,1,1,1,1,0,0
101646,"M",41,"Married","United States of America","B: 30,000 - 49,999","Bach.","TechSup","3",4,0,0,0,1,1,1,0,0
101647,"M",51,"Married","United States of America","H: 150,000 - 169,999","HS-grad","Prof.","3",5,1,1,0,1,1,1,0,0
101648,"M",51,"Divorc.","United States of America","J: 190,000 - 249,999","HS-grad","Sales","2",6,0,1,1,1,1,1,0,0
101649,"F",46,"NeverM","United States of America","H: 150,000 - 169,999","< Bach.","Cleric.","1",5,0,1,1,1,1,1,0,0
101650,"M",20,"NeverM","United States of America","J: 190,000 - 249,999","< Bach.","Other","1",1,0,1,1,0,1,1,1,0
101651,"M",73,"Married","United States of America","G: 130,000 - 149,999","Bach.","?","3",2,0,0,0,1,1,1,0,0
101652,"M",42,"Married","United States of America","D: 70,000 - 89,999","Bach.","Farming","3",7,0,0,0,1,1,1,0,0
101653,"M",30,"Married","United States of America","L: 300,000 and above","HS-grad","?","3",3,0,1,1,0,1,1,0,0
101654,"M",47,"Married","United States of America","L: 300,000 and above","HS-grad","Cleric.","3",5,1,1,1,1,1,1,0,0
101655,"F",30,"NeverM","United States of America","B: 30,000 - 49,999","HS-grad","Cleric.","9+",3,0,0,0,0,1,1,0,0
101656,"M",33,"Married","United States of America","D: 70,000 - 89,999","< Bach.","Sales","3",2,0,0,0,0,1,1,0,0
101657,"M",31,"Mabsent","United States of America","G: 130,000 - 149,999","11th","Handler","2",3,0,0,0,0,0,1,0,0
101658,"M",23,"NeverM","United States of America","J: 190,000 - 249,999","HS-grad","Sales","2",3,0,1,1,0,1,1,1,0
101659,"F",20,"NeverM","United States of America","I: 170,000 - 189,999","HS-grad","Sales","1",2,0,1,1,0,1,1,1,0
101660,"M",37,"Married","United States of America","A: Below 30,000","HS-grad","TechSup","3",3,0,0,0,1,1,1,0,1
101661,"F",23,"NeverM","United States of America","J: 190,000 - 249,999","< Bach.","Other","1",2,0,1,1,0,1,1,1,0
101662,"M",45,"Married","United States of America","J: 190,000 - 249,999","Bach.","Exec.","3",7,1,1,1,1,1,1,0,0
101663,"F",38,"Divorc.","United States of America","C: 50,000 - 69,999","< Bach.","Sales","2",4,0,0,0,1,1,1,0,0
101664,"M",47,"Married","United States of America","E: 90,000 - 109,999","HS-grad","Exec.","3",9,1,0,0,1,1,1,0,0
101665,"M",18,"NeverM","United States of America","H: 150,000 - 169,999","11th","Protec.","1",0,0,1,0,0,0,1,1,0
101666,"M",44,"Married","United States of America","J: 190,000 - 249,999","HS-grad","Transp.","3",4,0,1,1,1,1,1,0,0
101667,"F",45,"Married","United States of America","I: 170,000 - 189,999","9th","Machine","4-5",5,1,1,1,1,0,1,0,0
101668,"M",34,"NeverM","Italy","L: 300,000 and above","< Bach.","Handler","2",4,0,1,1,0,1,1,0,0
101669,"F",19,"NeverM","United States of America","B: 30,000 - 49,999","< Bach.","Other","6-8",1,0,0,0,0,1,1,1,0
101670,"M",35,"Married","United States of America","J: 190,000 - 249,999","HS-grad","Other","3",4,0,1,1,1,1,1,0,0
101671,"F",24,"Divorc.","United States of America","J: 190,000 - 249,999","HS-grad","Sales","9+",2,0,1,1,0,1,1,1,0
101672,"F",26,"NeverM","United States of America","H: 150,000 - 169,999","Bach.","Sales","2",4,0,1,0,0,1,1,1,0
101673,"F",47,"Married","Italy","E: 90,000 - 109,999","HS-grad","Other","4-5",9,0,0,0,1,1,1,0,0
101674,"M",18,"NeverM","United States of America","L: 300,000 and above","< Bach.","Sales","1",2,0,1,1,0,1,1,1,0
101675,"M",23,"NeverM","United States of America","L: 300,000 and above","HS-grad","Sales","2",3,0,1,1,0,1,1,1,0
101676,"M",41,"Married","United States of America","K: 250,000 - 299,999","Masters","Exec.","3",7,1,1,1,1,1,1,0,0
101677,"F",29,"Divorc.","United States of America","B: 30,000 - 49,999","HS-grad","Prof.","2",3,0,0,0,0,1,1,1,0
101678,"M",36,"Married","United States of America","I: 170,000 - 189,999","HS-grad","Machine","3",4,1,1,1,1,1,1,0,0
101679,"M",44,"Married","United States of America","E: 90,000 - 109,999","< Bach.","Crafts","3",7,1,0,0,1,1,1,0,0
101680,"M",31,"Married","United States of America","F: 110,000 - 129,999","HS-grad","Farming","3",3,0,0,0,0,1,1,0,0
101681,"M",59,"Married","United States of America","H: 150,000 - 169,999","HS-grad","Crafts","3",7,0,1,1,1,1,1,0,0
101682,"M",34,"Married","United States of America","K: 250,000 - 299,999","HS-grad","Handler","3",3,0,1,1,0,1,1,0,0
101683,"M",25,"NeverM","United States of America","B: 30,000 - 49,999","HS-grad","Handler","2",3,0,0,0,0,1,1,1,0
101684,"M",37,"NeverM","United States of America","B: 30,000 - 49,999","Bach.","Exec.","2",5,0,0,0,1,1,1,0,0
101685,"M",54,"Married","United States of America","I: 170,000 - 189,999","HS-grad","Crafts","3",7,0,1,1,1,1,1,0,0
101686,"M",47,"Married","Italy","J: 190,000 - 249,999","Masters","Prof.","3",5,1,1,1,1,1,1,0,0
101687,"F",50,"Widowed","United States of America","H: 150,000 - 169,999","HS-grad","TechSup","9+",5,0,1,0,1,1,1,0,0
101688,"F",32,"NeverM","Argentina","L: 300,000 and above","HS-grad","House-s","9+",3,0,1,1,0,1,1,0,0
101689,"M",44,"Married","Italy","F: 110,000 - 129,999","Bach.","Sales","3",6,1,0,0,1,1,1,0,0
101690,"M",61,"Married","United States of America","J: 190,000 - 249,999","Bach.","Prof.","3",8,1,1,1,1,1,1,0,0
101691,"F",23,"NeverM","United States of America","K: 250,000 - 299,999","< Bach.","Other","2",2,0,1,1,0,1,1,1,0
101692,"F",38,"NeverM","United States of America","J: 190,000 - 249,999","Bach.","Protec.","2",4,1,1,1,1,1,1,0,0
101693,"F",79,"Married","United States of America","E: 90,000 - 109,999","Assoc-A","?","4-5",0,1,0,0,1,1,1,0,0
101694,"F",45,"Married","United States of America","H: 150,000 - 169,999","12th","Cleric.","4-5",5,1,1,1,1,0,1,0,0
101695,"M",56,"Married","United States of America","J: 190,000 - 249,999","HS-grad","Crafts","3",6,0,1,1,1,1,1,0,0
101696,"F",39,"NeverM","United States of America","J: 190,000 - 249,999","HS-grad","Crafts","1",2,0,1,1,1,1,1,0,0
101697,"M",44,"Married","United States of America","E: 90,000 - 109,999","Profsc","Prof.","3",7,1,0,0,1,1,1,0,0
101698,"M",34,"Divorc.","United States of America","H: 150,000 - 169,999","HS-grad","Handler","1",3,0,1,0,0,1,1,0,0
101699,"M",49,"Married","United States of America","J: 190,000 - 249,999","Bach.","Sales","3",7,1,1,1,1,1,1,0,0
101700,"F",30,"NeverM","United States of America","K: 250,000 - 299,999","Assoc-A","Machine","9+",3,0,1,1,0,1,1,0,0
101701,"F",20,"NeverM","United States of America","A: Below 30,000","< Bach.","?","1",2,0,0,0,0,1,1,1,0
101702,"M",64,"Married","United States of America","L: 300,000 and above","Bach.","Sales","3",6,0,1,1,1,1,1,0,0
101703,"F",27,"Divorc.","United States of America","J: 190,000 - 249,999","HS-grad","Cleric.","9+",3,0,1,1,0,1,1,1,0
101704,"F",20,"NeverM","United States of America","D: 70,000 - 89,999","< Bach.","Exec.","1",1,0,0,0,0,1,1,1,0
101705,"F",21,"NeverM","United States of America","J: 190,000 - 249,999","Assoc-V","TechSup","1",2,0,1,1,0,1,1,1,0
101706,"M",22,"Mabsent","United States of America","A: Below 30,000","< Bach.","TechSup","9+",1,0,0,0,0,1,1,1,1
101707,"M",43,"Divorc.","United States of America","J: 190,000 - 249,999","HS-grad","Other","2",4,0,1,1,1,1,1,0,0
101708,"M",67,"Married","United States of America","J: 190,000 - 249,999","PhD","Prof.","3",7,1,1,1,1,1,1,0,0
101709,"M",29,"NeverM","United States of America","K: 250,000 - 299,999","Bach.","Sales","9+",3,0,1,1,0,1,1,1,0
101710,"M",25,"NeverM","United States of America","E: 90,000 - 109,999","12th","Handler","9+",3,0,0,0,0,0,1,1,0
101711,"F",23,"NeverM","United States of America","J: 190,000 - 249,999","< Bach.","Cleric.","2",2,0,1,1,0,1,1,1,0
101712,"M",47,"Married","United States of America","J: 190,000 - 249,999","Assoc-A","Cleric.","3",5,1,1,1,1,1,1,0,0
101713,"M",51,"Mabsent","United States of America","H: 150,000 - 169,999","HS-grad","?","2",3,1,1,0,1,1,1,0,0
101714,"M",26,"NeverM","United States of America","J: 190,000 - 249,999","HS-grad","Handler","1",3,0,1,1,0,1,1,1,0
101715,"F",49,"NeverM","United States of America","B: 30,000 - 49,999","Bach.","Prof.","1",6,0,0,0,1,1,1,0,0
101716,"F",34,"Separ.","United States of America","F: 110,000 - 129,999","HS-grad","Exec.","9+",3,0,0,0,0,1,1,0,0
101717,"M",26,"Married","United States of America","J: 190,000 - 249,999","HS-grad","Cleric.","3",3,0,1,1,0,1,1,1,0
101718,"F",19,"NeverM","United States of America","F: 110,000 - 129,999","< Bach.","Other","6-8",2,0,0,0,0,1,1,1,0
101719,"M",29,"NeverM","United States of America","K: 250,000 - 299,999","Assoc-V","Machine","2",3,0,1,1,0,1,1,1,0
101720,"F",17,"NeverM","United States of America","G: 130,000 - 149,999","10th","Other","1",1,0,0,0,0,0,1,1,0
101721,"M",67,"Married","United States of America","E: 90,000 - 109,999","PhD","Sales","3",7,1,0,0,1,1,1,0,0
101722,"M",57,"Married","United States of America","L: 300,000 and above","HS-grad","Exec.","3",6,0,1,1,1,1,1,0,0
101723,"F",53,"Divorc.","United States of America","A: Below 30,000","< Bach.","Prof.","2",5,0,0,0,1,1,1,0,0
