"CUST_ID","CUST_GENDER","AGE","CUST_MARITAL_STATUS","COUNTRY_NAME","CUST_INCOME_LEVEL","EDUCATION","OCCUPATION","HOUSEHOLD_SIZE","YRS_RESIDENCE","AFFINITY_CARD","BULK_PACK_DISKETTES","FLAT_PANEL_MONITOR","HOME_THEATER_PACKAGE","BOOKKEEPING_APPLICATION","PRINTER_SUPPLIES","Y_BOX_GAMES","OS_DOC_SET_KANJI"
101538,"M","4","Married","Germany","I: 170,000 - 189,999","Assoc-A","Crafts","3","5","2","2","2","2","2",1,"1","1"
101539,"F","8","Widowed","Italy","I: 170,000 - 189,999","Assoc-A","?","2","2","1","2","2","2","2",1,"1","1"
101540,"F","3","NeverM","United States of America","L: 300,000 and above","< Bach.","?","9+","3","1","2","2","2","2",1,"1","1"
101541,"M","5","Married","United States of America","B: 30,000 - 49,999","Assoc-V","Crafts","3","6","2","1","1","2","2",1,"1","1"
101542,"F","6","NeverM","Italy","B: 30,000 - 49,999","Masters","Prof.","2","5","2","1","1","2","2",1,"1","1"
101543,"M","4","Divorc.","United States of America","H: 150,000 - 169,999","< Bach.","Cleric.","2","4","2","2","1","2","2",1,"1","1"
101544,"M","1","NeverM","United States of America","J: 190,000 - 249,999","HS-grad","Cleric.","1","2","1","2","2","1","2",1,"2","1"
101545,"F","4","NeverM","United States of America","L: 300,000 and above","< Bach.","Exec.","2","1","1","2","2","2","2",1,"1","1"
101546,"F","5","Divorc.","United States of America","J: 190,000 - 249,999","HS-grad","Crafts","9+","4","1","2","2","2","2",1,"1","1"
101547,"M","5","Mabsent","United States of America","G: 130,000 - 149,999","Masters","Protec.","2","4","1","1","1","2","2",1,"1","1"
101548,"F","2","NeverM","United States of America","C: 50,000 - 69,999","< Bach.","Cleric.","2","3","1","1","1","1","2",1,"2","1"
101549,"M","3","Married","United States of America","L: 300,000 and above","< Bach.","Exec.","3","5","2","2","2","2","2",1,"1","1"
101550,"F","3","Divorc.","United States of America","J: 190,000 - 249,999","7th-8th","TechSup","9+","3","1","2","2","2","1",1,"1","1"
101551,"M","7","Married","New Zealand","I: 170,000 - 189,999","PhD","Prof.","3","5","2","2","2","2","2",1,"1","1"
101552,"M","2","NeverM","United States of America","B: 30,000 - 49,999","Bach.","Prof.","1","3","1","1","1","1","2",1,"2","1"
101553,"M","5","Married","United States of America","D: 70,000 - 89,999","HS-grad","Handler","3","1","1","1","1","2","2",1,"1","1"
101554,"M","7","Married","United States of America","J: 190,000 - 249,999","< Bach.","Sales","3","5","1","2","2","2","2",1,"1","1"
101555,"M","4","Married","Italy","B: 30,000 - 49,999","7th-8th","Crafts","3","3","1","1","1","2","1",1,"1","1"
101556,"F","7","Widowed","United States of America","E: 90,000 - 109,999","< Bach.","?","9+","2","1","1","1","2","2",1,"1","1"
101557,"M","5","Married","United States of America","K: 250,000 - 299,999","HS-grad","Sales","3","5","2","2","2","2","2",1,"1","1"
101558,"F","2","Separ.","United States of America","J: 190,000 - 249,999","9th","?","9+","3","1","2","2","1","1",1,"2","1"
101559,"M","3","Married","United States of America","E: 90,000 - 109,999","Masters","Exec.","3","5","2","1","1","2","2",1,"1","1"
101560,"M","4","Married","United States of America","E: 90,000 - 109,999","Profsc","Prof.","3","5","2","1","1","2","2",1,"1","1"
101561,"M","3","Married","United States of America","J: 190,000 - 249,999","< Bach.","Other","3","3","1","2","2","1","2",1,"1","1"
101562,"M","6","Married","United States of America","I: 170,000 - 189,999","HS-grad","Crafts","3","4","1","2","2","2","2",1,"1","1"
101563,"F","5","NeverM","Brazil","J: 190,000 - 249,999","HS-grad","Exec.","1","5","1","2","2","2","2",1,"1","1"
101564,"M","4","Married","United States of America","J: 190,000 - 249,999","Masters","Sales","3","5","2","2","2","2","2",1,"1","1"
101565,"F","3","NeverM","United States of America","K: 250,000 - 299,999","Masters","Exec.","2","4","2","2","2","1","2",1,"1","1"
101566,"M","3","Divorc.","United States of America","J: 190,000 - 249,999","Bach.","Exec.","2","5","1","2","2","2","2",1,"1","1"
101567,"M","5","Married","United States of America","F: 110,000 - 129,999","HS-grad","Transp.","3","4","1","1","1","2","2",1,"1","1"
101568,"M","1","NeverM","United States of America","F: 110,000 - 129,999","< Bach.","Handler","1","2","1","1","1","1","2",1,"2","1"
101569,"M","5","Married","United States of America","I: 170,000 - 189,999","Assoc-A","Sales","3","5","1","2","2","2","2",1,"1","1"
101570,"M","4","Married","United States of America","J: 190,000 - 249,999","Profsc","Prof.","3","4","2","2","2","2","2",1,"1","1"
101571,"F","2","NeverM","United States of America","L: 300,000 and above","Assoc-V","Other","1","1","1","2","2","1","2",1,"2","1"
101572,"F","4","Divorc.","United States of America","H: 150,000 - 169,999","HS-grad","Cleric.","9+","4","1","2","1","2","2",1,"1","1"
101573,"M","3","Married","United States of America","I: 170,000 - 189,999","11th","Machine","3","3","1","2","2","1","1",1,"1","1"
101574,"M","5","Married","United States of America","G: 130,000 - 149,999","< Bach.","Sales","3","7","1","1","1","2","2",1,"1","1"
101575,"F","2","Married","Australia","L: 300,000 and above","HS-grad","?","4-5","1","1","2","2","1","2",1,"2","1"
101576,"F","1","NeverM","United States of America","J: 190,000 - 249,999","< Bach.","Other","1","2","1","2","2","1","2",1,"2","1"
101577,"F","3","Married","United States of America","F: 110,000 - 129,999","< Bach.","Exec.","4-5","3","2","1","1","1","2",1,"1","1"
101578,"M","6","Married","United States of America","I: 170,000 - 189,999","HS-grad","Crafts","3","4","2","2","2","2","2",1,"1","1"
101579,"M","4","Married","United States of America","H: 150,000 - 169,999","< Bach.","Machine","3","4","1","2","1","2","2",1,"1","1"
101580,"M","4","Married","United States of America","E: 90,000 - 109,999","HS-grad","Machine","3","3","2","1","1","2","2",1,"1","1"
101581,"M","4","Married","United States of America","I: 170,000 - 189,999","Profsc","Prof.","3","3","2","2","2","2","2",1,"1","1"
101582,"M","3","Married","United States of America","J: 190,000 - 249,999","HS-grad","Crafts","3","3","1","2","2","2","2",1,"1","1"
101583,"M","6","Divorc.","Poland","L: 300,000 and above","1st-4th","Crafts","9+","5","1","2","2","2","1",1,"1","1"
101584,"F","2","NeverM","United States of America","L: 300,000 and above","HS-grad","Exec.","1","3","1","2","2","1","2",1,"2","1"
101585,"M","1","NeverM","United States of America","H: 150,000 - 169,999","< Bach.","Handler","1","2","1","2","1","1","2",1,"2","1"
101586,"F","3","NeverM","United States of America","L: 300,000 and above","< Bach.","Exec.","2","3","1","2","2","1","2",1,"1","1"
101587,"F","3","Divorc.","United States of America","L: 300,000 and above","< Bach.","Prof.","9+","3","1","2","2","2","2",1,"1","1"
101588,"M","1","NeverM","United States of America","L: 300,000 and above","< Bach.","Prof.","1","1","1","2","2","1","2",1,"2","1"
101589,"M","4","Divorc.","United States of America","C: 50,000 - 69,999","HS-grad","Machine","2","3","1","1","1","2","2",1,"1","1"
101590,"M","5","NeverM","United States of America","K: 250,000 - 299,999","Masters","Prof.","2","4","1","2","2","2","2",1,"1","1"
101591,"F","4","Divorc.","United States of America","J: 190,000 - 249,999","< Bach.","Other","2","3","1","2","2","2","2",1,"1","1"
101592,"F","3","Married","United States of America","J: 190,000 - 249,999","Assoc-V","Other","4-5","3","2","2","2","2","2",1,"1","1"
101593,"M","5","Married","United States of America","F: 110,000 - 129,999","Masters","Exec.","3","6","2","1","1","2","2",1,"1","1"
101594,"F","1","NeverM","United States of America","G: 130,000 - 149,999","< Bach.","Other","1","1","1","1","1","1","2",1,"2","1"
101595,"M","2","Married","United States of America","I: 170,000 - 189,999","Bach.","Other","3","3","2","2","2","1","2",1,"2","1"
101596,"M","1","NeverM","United States of America","B: 30,000 - 49,999","HS-grad","Handler","6-8","2","1","1","1","1","2",1,"2","1"
101597,"M","1","NeverM","United States of America","I: 170,000 - 189,999","11th","Handler","1","1","1","2","2","1","1",1,"2","1"
101598,"F","3","NeverM","United States of America","F: 110,000 - 129,999","< Bach.","Cleric.","2","3","1","1","1","1","2",1,"1","1"
101599,"M","5","Divorc.","United States of America","B: 30,000 - 49,999","HS-grad","Crafts","2","4","1","1","1","2","2",1,"1","1"
101600,"M","4","Married","United States of America","F: 110,000 - 129,999","< Bach.","Exec.","3","4","2","1","1","2","2",1,"1","1"
101601,"M","6","Married","United States of America","K: 250,000 - 299,999","< Bach.","Crafts","3","5","1","2","2","2","2",1,"1","1"
101602,"F","1","NeverM","United States of America","K: 250,000 - 299,999","< Bach.","Cleric.","1","1","1","2","2","1","2",1,"2","1"
101603,"M","5","Married","United States of America","G: 130,000 - 149,999","HS-grad","Crafts","3","4","2","1","1","2","2",1,"1","1"
101604,"M","4","Married","United States of America","J: 190,000 - 249,999","HS-grad","Crafts","3","4","1","2","2","2","2",1,"1","1"
101605,"M","5","Married","United States of America","K: 250,000 - 299,999","Bach.","Exec.","3","5","2","2","2","2","2",1,"1","1"
101606,"F","4","Married","United States of America","I: 170,000 - 189,999","Bach.","Exec.","4-5","5","2","2","2","2","2",1,"1","1"
101607,"M","6","Separ.","United States of America","G: 130,000 - 149,999","< Bach.","Sales","2","7","2","1","1","2","2",1,"1","1"
101608,"M","3","Divorc.","United States of America","L: 300,000 and above","Assoc-A","Exec.","2","4","1","2","2","2","2",1,"1","1"
101609,"F","1","NeverM","United States of America","K: 250,000 - 299,999","11th","Sales","2","1","1","2","2","1","1",1,"2","1"
101610,"M","1","NeverM","United States of America","I: 170,000 - 189,999","11th","Handler","1","1","1","2","2","1","1",1,"2","1"
101611,"F","1","NeverM","United States of America","F: 110,000 - 129,999","< Bach.","?","1","2","1","1","1","1","2",1,"2","1"
101612,"M","2","Married","United States of America","G: 130,000 - 149,999","Bach.","?","3","3","1","1","1","1","2",1,"2","1"
101613,"M","3","NeverM","Saudi Arabia","K: 250,000 - 299,999","HS-grad","Other","9+","3","1","2","2","1","2",1,"1","1"
101614,"M","7","Married","United States of America","E: 90,000 - 109,999","10th","Machine","3","5","1","1","1","2","1",1,"1","1"
101615,"F","2","Divorc.","United States of America","I: 170,000 - 189,999","< Bach.","Cleric.","1","1","1","2","2","1","2",1,"2","1"
101616,"F","1","NeverM","United States of America","E: 90,000 - 109,999","Bach.","TechSup","1","2","1","1","1","1","2",1,"2","1"
101617,"F","1","NeverM","Denmark","B: 30,000 - 49,999","< Bach.","?","1","1","1","1","1","1","2",1,"2","1"
101618,"M","4","Married","United States of America","E: 90,000 - 109,999","< Bach.","Crafts","3","4","1","1","1","2","2",1,"1","1"
101619,"F","4","NeverM","Brazil","J: 190,000 - 249,999","11th","Prof.","9+","3","1","2","2","2","1",1,"1","1"
101620,"M","4","Married","United States of America","H: 150,000 - 169,999","HS-grad","Cleric.","3","5","2","2","1","2","2",1,"1","1"
101621,"M","4","Married","United States of America","J: 190,000 - 249,999","Bach.","Protec.","3","4","2","2","2","2","2",1,"1","1"
101622,"M","1","NeverM","United States of America","J: 190,000 - 249,999","HS-grad","Machine","2","2","1","2","2","1","2",1,"2","1"
101623,"F","3","Separ.","United States of America","J: 190,000 - 249,999","12th","House-s","9+","3","1","2","2","2","1",1,"1","1"
101624,"M","3","NeverM","Japan","B: 30,000 - 49,999","< Bach.","Other","1","3","1","1","1","2","2",1,"1","1"
101625,"M","6","Married","United States of America","J: 190,000 - 249,999","< Bach.","Crafts","3","5","1","2","2","2","2",1,"1","1"
101626,"F","4","Divorc.","United States of America","I: 170,000 - 189,999","Masters","Prof.","1","5","1","2","2","2","2",1,"1","1"
101627,"M","2","NeverM","United States of America","I: 170,000 - 189,999","Bach.","Sales","2","3","2","2","2","1","2",1,"2","1"
101628,"M","1","NeverM","United States of America","H: 150,000 - 169,999","< Bach.","?","1","2","1","2","1","1","2",1,"2","1"
101629,"M","4","Married","United States of America","I: 170,000 - 189,999","< Bach.","Sales","3","5","2","2","2","2","2",1,"1","1"
101630,"M","4","Married","United States of America","D: 70,000 - 89,999","< Bach.","Sales","3","4","1","1","1","2","2",1,"1","1"
101631,"F","1","NeverM","United States of America","L: 300,000 and above","< Bach.","Cleric.","1","1","1","2","2","1","2",1,"2","1"
101632,"M","3","Separ.","United States of America","H: 150,000 - 169,999","HS-grad","Transp.","1","3","1","2","2","2","2",1,"1","1"
101633,"M","3","Married","United States of America","I: 170,000 - 189,999","Profsc","Prof.","3","4","2","2","2","1","2",1,"1","1"
101634,"M","1","Married","United States of America","J: 190,000 - 249,999","Bach.","Sales","3","2","1","2","2","1","2",1,"2","1"
101635,"M","4","Married","United States of America","B: 30,000 - 49,999","Bach.","Exec.","3","5","1","1","1","2","2",1,"1","1"
101636,"M","1","NeverM","United States of America","L: 300,000 and above","12th","Other","1","1","1","2","2","1","1",1,"2","1"
101637,"M","3","Married","United States of America","A: Below 30,000","Assoc-V","TechSup","3","3","1","1","1","1","2",1,"1","1"
101638,"M","4","Married","United States of America","E: 90,000 - 109,999","Bach.","Sales","3","5","1","1","1","2","2",1,"1","1"
101639,"F","3","Divorc.","China","H: 150,000 - 169,999","HS-grad","?","2","3","1","2","1","1","2",1,"1","1"
101640,"M","2","NeverM","United States of America","I: 170,000 - 189,999","< Bach.","Exec.","2","3","1","2","2","1","2",1,"2","1"
101641,"M","6","Married","Germany","G: 130,000 - 149,999","PhD","TechSup","3","5","2","1","1","2","2",1,"1","1"
101642,"F","3","Married","United States of America","G: 130,000 - 149,999","< Bach.","TechSup","4-5","3","1","1","1","1","2",1,"1","1"
101643,"F","1","NeverM","United States of America","L: 300,000 and above","10th","Other","2","2","1","2","2","1","1",1,"2","1"
101644,"M","3","Divorc.","United States of America","J: 190,000 - 249,999","HS-grad","Machine","2","4","1","2","2","2","2",1,"1","1"
101645,"M","5","Married","United States of America","J: 190,000 - 249,999","HS-grad","?","3","4","1","2","2","2","2",1,"1","1"
101646,"M","4","Married","United States of America","B: 30,000 - 49,999","Bach.","TechSup","3","3","1","1","1","2","2",1,"1","1"
101647,"M","5","Married","United States of America","H: 150,000 - 169,999","HS-grad","Prof.","3","4","2","2","1","2","2",1,"1","1"
101648,"M","5","Divorc.","United States of America","J: 190,000 - 249,999","HS-grad","Sales","2","5","1","2","2","2","2",1,"1","1"
101649,"F","4","NeverM","United States of America","H: 150,000 - 169,999","< Bach.","Cleric.","1","4","1","2","2","2","2",1,"1","1"
101650,"M","1","NeverM","United States of America","J: 190,000 - 249,999","< Bach.","Other","1","1","1","2","2","1","2",1,"2","1"
101651,"M","8","Married","United States of America","G: 130,000 - 149,999","Bach.","?","3","2","1","1","1","2","2",1,"1","1"
101652,"M","4","Married","United States of America","D: 70,000 - 89,999","Bach.","Farming","3","5","1","1","1","2","2",1,"1","1"
101653,"M","2","Married","United States of America","L: 300,000 and above","HS-grad","?","3","3","1","2","2","1","2",1,"1","1"
101654,"M","5","Married","United States of America","L: 300,000 and above","HS-grad","Cleric.","3","4","2","2","2","2","2",1,"1","1"
101655,"F","2","NeverM","United States of America","B: 30,000 - 49,999","HS-grad","Cleric.","9+","3","1","1","1","1","2",1,"1","1"
101656,"M","3","Married","United States of America","D: 70,000 - 89,999","< Bach.","Sales","3","2","1","1","1","1","2",1,"1","1"
101657,"M","2","Mabsent","United States of America","G: 130,000 - 149,999","11th","Handler","2","3","1","1","1","1","1",1,"1","1"
101658,"M","1","NeverM","United States of America","J: 190,000 - 249,999","HS-grad","Sales","2","3","1","2","2","1","2",1,"2","1"
101659,"F","1","NeverM","United States of America","I: 170,000 - 189,999","HS-grad","Sales","1","2","1","2","2","1","2",1,"2","1"
101660,"M","3","Married","United States of America","A: Below 30,000","HS-grad","TechSup","3","3","1","1","1","2","2",1,"1","2"
101661,"F","1","NeverM","United States of America","J: 190,000 - 249,999","< Bach.","Other","1","2","1","2","2","1","2",1,"2","1"
101662,"M","4","Married","United States of America","J: 190,000 - 249,999","Bach.","Exec.","3","5","2","2","2","2","2",1,"1","1"
101663,"F","3","Divorc.","United States of America","C: 50,000 - 69,999","< Bach.","Sales","2","3","1","1","1","2","2",1,"1","1"
101664,"M","5","Married","United States of America","E: 90,000 - 109,999","HS-grad","Exec.","3","7","2","1","1","2","2",1,"1","1"
101665,"M","1","NeverM","United States of America","H: 150,000 - 169,999","11th","Protec.","1","1","1","2","1","1","1",1,"2","1"
101666,"M","4","Married","United States of America","J: 190,000 - 249,999","HS-grad","Transp.","3","3","1","2","2","2","2",1,"1","1"
101667,"F","4","Married","United States of America","I: 170,000 - 189,999","9th","Machine","4-5","4","2","2","2","2","1",1,"1","1"
101668,"M","3","NeverM","Italy","L: 300,000 and above","< Bach.","Handler","2","3","1","2","2","1","2",1,"1","1"
101669,"F","1","NeverM","United States of America","B: 30,000 - 49,999","< Bach.","Other","6-8","1","1","1","1","1","2",1,"2","1"
101670,"M","3","Married","United States of America","J: 190,000 - 249,999","HS-grad","Other","3","3","1","2","2","2","2",1,"1","1"
101671,"F","1","Divorc.","United States of America","J: 190,000 - 249,999","HS-grad","Sales","9+","2","1","2","2","1","2",1,"2","1"
101672,"F","2","NeverM","United States of America","H: 150,000 - 169,999","Bach.","Sales","2","3","1","2","1","1","2",1,"2","1"
101673,"F","5","Married","Italy","E: 90,000 - 109,999","HS-grad","Other","4-5","7","1","1","1","2","2",1,"1","1"
101674,"M","1","NeverM","United States of America","L: 300,000 and above","< Bach.","Sales","1","2","1","2","2","1","2",1,"2","1"
101675,"M","1","NeverM","United States of America","L: 300,000 and above","HS-grad","Sales","2","3","1","2","2","1","2",1,"2","1"
101676,"M","4","Married","United States of America","K: 250,000 - 299,999","Masters","Exec.","3","5","2","2","2","2","2",1,"1","1"
101677,"F","2","Divorc.","United States of America","B: 30,000 - 49,999","HS-grad","Prof.","2","3","1","1","1","1","2",1,"2","1"
101678,"M","3","Married","United States of America","I: 170,000 - 189,999","HS-grad","Machine","3","3","2","2","2","2","2",1,"1","1"
101679,"M","4","Married","United States of America","E: 90,000 - 109,999","< Bach.","Crafts","3","5","2","1","1","2","2",1,"1","1"
101680,"M","2","Married","United States of America","F: 110,000 - 129,999","HS-grad","Farming","3","3","1","1","1","1","2",1,"1","1"
101681,"M","6","Married","United States of America","H: 150,000 - 169,999","HS-grad","Crafts","3","5","1","2","2","2","2",1,"1","1"
101682,"M","3","Married","United States of America","K: 250,000 - 299,999","HS-grad","Handler","3","3","1","2","2","1","2",1,"1","1"
101683,"M","2","NeverM","United States of America","B: 30,000 - 49,999","HS-grad","Handler","2","3","1","1","1","1","2",1,"2","1"
101684,"M","3","NeverM","United States of America","B: 30,000 - 49,999","Bach.","Exec.","2","4","1","1","1","2","2",1,"1","1"
101685,"M","6","Married","United States of America","I: 170,000 - 189,999","HS-grad","Crafts","3","5","1","2","2","2","2",1,"1","1"
101686,"M","5","Married","Italy","J: 190,000 - 249,999","Masters","Prof.","3","4","2","2","2","2","2",1,"1","1"
101687,"F","5","Widowed","United States of America","H: 150,000 - 169,999","HS-grad","TechSup","9+","4","1","2","1","2","2",1,"1","1"
101688,"F","3","NeverM","Argentina","L: 300,000 and above","HS-grad","House-s","9+","3","1","2","2","1","2",1,"1","1"
101689,"M","4","Married","Italy","F: 110,000 - 129,999","Bach.","Sales","3","5","2","1","1","2","2",1,"1","1"
101690,"M","7","Married","United States of America","J: 190,000 - 249,999","Bach.","Prof.","3","6","2","2","2","2","2",1,"1","1"
101691,"F","1","NeverM","United States of America","K: 250,000 - 299,999","< Bach.","Other","2","2","1","2","2","1","2",1,"2","1"
101692,"F","3","NeverM","United States of America","J: 190,000 - 249,999","Bach.","Protec.","2","3","2","2","2","2","2",1,"1","1"
101693,"F","9","Married","United States of America","E: 90,000 - 109,999","Assoc-A","?","4-5","1","2","1","1","2","2",1,"1","1"
101694,"F","4","Married","United States of America","H: 150,000 - 169,999","12th","Cleric.","4-5","4","2","2","2","2","1",1,"1","1"
101695,"M","6","Married","United States of America","J: 190,000 - 249,999","HS-grad","Crafts","3","5","1","2","2","2","2",1,"1","1"
101696,"F","4","NeverM","United States of America","J: 190,000 - 249,999","HS-grad","Crafts","1","2","1","2","2","2","2",1,"1","1"
101697,"M","4","Married","United States of America","E: 90,000 - 109,999","Profsc","Prof.","3","5","2","1","1","2","2",1,"1","1"
101698,"M","3","Divorc.","United States of America","H: 150,000 - 169,999","HS-grad","Handler","1","3","1","2","1","1","2",1,"1","1"
101699,"M","5","Married","United States of America","J: 190,000 - 249,999","Bach.","Sales","3","5","2","2","2","2","2",1,"1","1"
101700,"F","2","NeverM","United States of America","K: 250,000 - 299,999","Assoc-A","Machine","9+","3","1","2","2","1","2",1,"1","1"
101701,"F","1","NeverM","United States of America","A: Below 30,000","< Bach.","?","1","2","1","1","1","1","2",1,"2","1"
101702,"M","7","Married","United States of America","L: 300,000 and above","Bach.","Sales","3","5","1","2","2","2","2",1,"1","1"
101703,"F","2","Divorc.","United States of America","J: 190,000 - 249,999","HS-grad","Cleric.","9+","3","1","2","2","1","2",1,"2","1"
101704,"F","1","NeverM","United States of America","D: 70,000 - 89,999","< Bach.","Exec.","1","1","1","1","1","1","2",1,"2","1"
101705,"F","1","NeverM","United States of America","J: 190,000 - 249,999","Assoc-V","TechSup","1","2","1","2","2","1","2",1,"2","1"
101706,"M","1","Mabsent","United States of America","A: Below 30,000","< Bach.","TechSup","9+","1","1","1","1","1","2",1,"2","2"
101707,"M","4","Divorc.","United States of America","J: 190,000 - 249,999","HS-grad","Other","2","3","1","2","2","2","2",1,"1","1"
101708,"M","7","Married","United States of America","J: 190,000 - 249,999","PhD","Prof.","3","5","2","2","2","2","2",1,"1","1"
101709,"M","2","NeverM","United States of America","K: 250,000 - 299,999","Bach.","Sales","9+","3","1","2","2","1","2",1,"2","1"
101710,"M","2","NeverM","United States of America","E: 90,000 - 109,999","12th","Handler","9+","3","1","1","1","1","1",1,"2","1"
101711,"F","1","NeverM","United States of America","J: 190,000 - 249,999","< Bach.","Cleric.","2","2","1","2","2","1","2",1,"2","1"
101712,"M","5","Married","United States of America","J: 190,000 - 249,999","Assoc-A","Cleric.","3","4","2","2","2","2","2",1,"1","1"
101713,"M","5","Mabsent","United States of America","H: 150,000 - 169,999","HS-grad","?","2","3","2","2","1","2","2",1,"1","1"
101714,"M","2","NeverM","United States of America","J: 190,000 - 249,999","HS-grad","Handler","1","3","1","2","2","1","2",1,"2","1"
101715,"F","5","NeverM","United States of America","B: 30,000 - 49,999","Bach.","Prof.","1","5","1","1","1","2","2",1,"1","1"
101716,"F","3","Separ.","United States of America","F: 110,000 - 129,999","HS-grad","Exec.","9+","3","1","1","1","1","2",1,"1","1"
101717,"M","2","Married","United States of America","J: 190,000 - 249,999","HS-grad","Cleric.","3","3","1","2","2","1","2",1,"2","1"
101718,"F","1","NeverM","United States of America","F: 110,000 - 129,999","< Bach.","Other","6-8","2","1","1","1","1","2",1,"2","1"
101719,"M","2","NeverM","United States of America","K: 250,000 - 299,999","Assoc-V","Machine","2","3","1","2","2","1","2",1,"2","1"
