"CUST_ID","CUST_GENDER","AGE","CUST_MARITAL_STATUS","COUNTRY_NAME","CUST_INCOME_LEVEL","EDUCATION","OCCUPATION","HOUSEHOLD_SIZE","YRS_RESIDENCE","AFFINITY_CARD","BULK_PACK_DISKETTES","FLAT_PANEL_MONITOR","HOME_THEATER_PACKAGE","BOOKKEEPING_APPLICATION","PRINTER_SUPPLIES","Y_BOX_GAMES","OS_DOC_SET_KANJI","COMMENTS"
100128,"F",35,"Married","United States of America","E: 90,000 - 109,999","Bach.","Exec.","4-5",3,1,0,0,1,1,1,0,0,"Forget it. I 'm not giving you all my personal information.  I wish you'd give up and respect a customer's privacy."
100129,"M",24,"NeverM","United States of America","L: 300,000 and above","Assoc-A","Machine","1",1,0,1,1,0,1,1,1,0,"I love the new on-line documentation."
100130,"M",46,"Married","Argentina","J: 190,000 - 249,999","5th-6th","Machine","3",5,0,1,1,1,0,1,0,0,"It is a good way to attract new shoppers. After shopping at your store for more than a month, I am ready to move on though. Not enough variety"
100131,"M",25,"Divorc.","United States of America","K: 250,000 - 299,999","HS-grad","Other","2",3,0,1,1,0,1,1,1,0,"Affinity card is great. I think it is a hassle to have to remember to bring it in every time though."
100132,"F",77,"Widowed","United States of America","I: 170,000 - 189,999","< Bach.","House-s","2",4,0,1,1,1,1,1,0,0,"Affinity card is a great idea. But your store is still too expensive. I am tired of your lousy junk mail."
100133,"F",28,"NeverM","United States of America","C: 50,000 - 69,999","Bach.","Cleric.","1",2,0,0,0,0,1,1,1,0,"Affinity card makese sense only for bulk purchases. For all others, driving so far is not worth the discount. Either offer free shipping or build a store close by."
100134,"F",38,"Divorc.","United States of America","L: 300,000 and above","Assoc-A","Cleric.","2",2,0,1,1,1,1,1,0,0,"My brother uses the affinity card a lot. I think the competitor has better prices without it."
100135,"F",46,"Married","United States of America","E: 90,000 - 109,999","11th","Other","4-5",5,1,0,0,1,0,1,0,0,"I run a small convenience store. Any chance that I would be eligible for larger discounts if I purchase a large quantity of items (bulk purchase)?"
100136,"M",29,"NeverM","United States of America","J: 190,000 - 249,999","Bach.","Protec.","2",4,0,1,1,0,1,1,1,0,"Forget it. I 'm not giving you all my personal information.  I wish you'd give up and respect a customer's privacy."
100137,"F",40,"Divorc.","United States of America","E: 90,000 - 109,999","11th","Other","6-8",2,0,0,0,1,0,1,0,0,"Thanks a lot for my new affinity card. I love the discounts and have since started shopping at your store for everything."
100138,"M",44,"NeverM","United States of America","L: 300,000 and above","Bach.","Prof.","2",4,0,1,1,1,1,1,0,0,"Great program.  Love the discount. Signed happy customer."
