"FROM_ACCT_ID","TO_ACCT_ID","DESCRIPTION","AMOUNT"
29,890,"transfer",1000
29,309,"transfer",1000
29,31,"transfer",1000
29,407,"transfer",1000
29,101,"transfer",1000
30,746,"transfer",1000
30,309,"transfer",1000
30,57,"transfer",1000
30,420,"transfer",1000
30,89,"transfer",1000
31,37,"transfer",1000
31,640,"transfer",1000
31,865,"transfer",1000
31,724,"transfer",1000
31,525,"transfer",1000
32,462,"transfer",1000
32,310,"transfer",1000
32,135,"transfer",1000
32,818,"transfer",1000
32,962,"transfer",1000
33,981,"transfer",1000
33,83,"transfer",1000
33,541,"transfer",1000
33,865,"transfer",1000
33,805,"transfer",1000
34,255,"transfer",1000
34,36,"transfer",1000
34,494,"transfer",1000
34,154,"transfer",1000
34,759,"transfer",1000
35,559,"transfer",1000
35,856,"transfer",1000
35,523,"transfer",1000
35,656,"transfer",1000
35,397,"transfer",1000
36,66,"transfer",1000
36,340,"transfer",1000
36,846,"transfer",1000
36,146,"transfer",1000
36,304,"transfer",1000
37,821,"transfer",1000
37,532,"transfer",1000
37,899,"transfer",1000
37,119,"transfer",1000
37,78,"transfer",1000
38,687,"transfer",1000
38,589,"transfer",2401
38,589,"transfer",2350
38,764,"transfer",1000
38,980,"transfer",1000
39,326,"transfer",1000
39,846,"transfer",1000
39,499,"transfer",1000
39,71,"transfer",1000
39,659,"transfer",1000
40,259,"transfer",1000
40,583,"transfer",1000
40,825,"transfer",1000
40,420,"transfer",1000
40,384,"transfer",1000
41,619,"transfer",1000
41,135,"transfer",1000
41,595,"transfer",1000
41,383,"transfer",1000
41,781,"transfer",1000
42,439,"transfer",1000
42,232,"transfer",1000
42,892,"transfer",1000
42,722,"transfer",1000
42,559,"transfer",1000
43,387,"transfer",1000
43,955,"transfer",1000
43,644,"transfer",1000
43,310,"transfer",1000
43,374,"transfer",1000
44,740,"transfer",1000
44,33,"transfer",1000
44,831,"transfer",1000
44,482,"transfer",1000
44,842,"transfer",1000
45,745,"transfer",1000
45,850,"transfer",1000
45,317,"transfer",1000
45,434,"transfer",1000
45,719,"transfer",1000
46,811,"transfer",1000
46,779,"transfer",1000
46,210,"transfer",1000
46,714,"transfer",1000
46,793,"transfer",1000
47,791,"transfer",1000
47,667,"transfer",1000
47,135,"transfer",1000
47,380,"transfer",1000
47,492,"transfer",1000
48,860,"transfer",1000
48,581,"transfer",1000
48,713,"transfer",1000
48,134,"transfer",1000
48,793,"transfer",1000
49,235,"transfer",1000
49,716,"transfer",1000
49,371,"transfer",1000
49,56,"transfer",1000
49,272,"transfer",1000
50,301,"transfer",1000
50,454,"transfer",1000
50,144,"transfer",1000
50,8,"transfer",1000
50,618,"transfer",1000
51,135,"transfer",1000
51,743,"transfer",1000
51,373,"transfer",1000
51,65,"transfer",1000
51,279,"transfer",1000
52,301,"transfer",1000
52,310,"transfer",1000
52,114,"transfer",1000
52,666,"transfer",1000
52,692,"transfer",1000
53,783,"transfer",1000
53,225,"transfer",1000
53,191,"transfer",1000
53,856,"transfer",1000
53,448,"transfer",1000
54,441,"transfer",1000
54,778,"transfer",1000
54,738,"transfer",1000
54,677,"transfer",1000
54,140,"transfer",1000
55,654,"transfer",1000
55,624,"transfer",1000
55,683,"transfer",1000
55,781,"transfer",1000
55,463,"transfer",1000
56,451,"transfer",1000
56,591,"transfer",1000
56,617,"transfer",1000
56,154,"transfer",1000
56,411,"transfer",1000
57,339,"transfer",1000
57,449,"transfer",1000
57,407,"transfer",1000
57,877,"transfer",1000
57,125,"transfer",1000
58,327,"transfer",1000
58,469,"transfer",1000
58,904,"transfer",1000
58,299,"transfer",1000
58,406,"transfer",1000
59,795,"transfer",1000
59,330,"transfer",1000
59,738,"transfer",1000
59,670,"transfer",1000
59,317,"transfer",1000
60,400,"transfer",1000
60,506,"transfer",1000
60,527,"transfer",1000
60,690,"transfer",1000
60,135,"transfer",1000
61,948,"transfer",1000
61,643,"transfer",1000
61,647,"transfer",1000
61,539,"transfer",1000
61,241,"transfer",1000
62,458,"transfer",1000
62,381,"transfer",1000
62,313,"transfer",1000
62,387,"transfer",1000
62,583,"transfer",1000
63,139,"transfer",1000
63,478,"transfer",1000
63,188,"transfer",1000
63,934,"transfer",1000
63,125,"transfer",1000
64,708,"transfer",1000
64,906,"transfer",1000
64,475,"transfer",1000
64,961,"transfer",1000
64,881,"transfer",1000
65,135,"transfer",1000
65,904,"transfer",1000
65,606,"transfer",1000
65,918,"transfer",1000
65,614,"transfer",1000
66,892,"transfer",1000
66,644,"transfer",1000
66,397,"transfer",1000
66,759,"transfer",1000
66,821,"transfer",1000
67,194,"transfer",1000
67,720,"transfer",1000
67,803,"transfer",1000
67,146,"transfer",1000
67,559,"transfer",1000
68,281,"transfer",1000
68,309,"transfer",1000
68,338,"transfer",1000
68,167,"transfer",1000
68,330,"transfer",1000
69,89,"transfer",1000
69,414,"transfer",1000
69,634,"transfer",1000
69,177,"transfer",1000
69,862,"transfer",1000
70,316,"transfer",1000
70,560,"transfer",1000
70,931,"transfer",1000
70,970,"transfer",1000
70,207,"transfer",1000
71,998,"transfer",1000
71,29,"transfer",1000
71,118,"transfer",1000
71,366,"transfer",1000
71,975,"transfer",1000
72,499,"transfer",1000
72,752,"transfer",1000
72,264,"transfer",1000
72,57,"transfer",1000
72,933,"transfer",1000
73,576,"transfer",1000
73,348,"transfer",1000
73,519,"transfer",1000
73,444,"transfer",1000
73,309,"transfer",1000
74,970,"transfer",1000
74,4,"transfer",1000
74,272,"transfer",1000
74,601,"transfer",1000
74,534,"transfer",1000
75,423,"transfer",1000
75,2,"transfer",1000
75,583,"transfer",1000
75,356,"transfer",1000
75,404,"transfer",1000
76,359,"transfer",1000
76,525,"transfer",1000
76,342,"transfer",1000
76,830,"transfer",1000
76,519,"transfer",1000
77,860,"transfer",1000
77,920,"transfer",1000
77,458,"transfer",1000
77,982,"transfer",1000
77,380,"transfer",1000
78,289,"transfer",1000
78,412,"transfer",1000
78,579,"transfer",1000
78,231,"transfer",1000
78,778,"transfer",1000
79,214,"transfer",1000
79,233,"transfer",1000
79,140,"transfer",1000
79,225,"transfer",1000
79,738,"transfer",1000
80,784,"transfer",1000
80,13,"transfer",1000
80,974,"transfer",1000
80,325,"transfer",1000
80,359,"transfer",1000
81,732,"transfer",1000
81,50,"transfer",1000
81,219,"transfer",1000
81,274,"transfer",1000
81,461,"transfer",1000
82,6,"transfer",1000
82,299,"transfer",1000
82,70,"transfer",1000
82,644,"transfer",1000
82,241,"transfer",1000
83,181,"transfer",1000
83,466,"transfer",1000
83,579,"transfer",1000
83,406,"transfer",1000
83,228,"transfer",1000
84,146,"transfer",1000
84,50,"transfer",1000
84,694,"transfer",1000
84,466,"transfer",1000
84,763,"transfer",1000
85,608,"transfer",1000
85,387,"transfer",1000
85,742,"transfer",1000
85,674,"transfer",1000
85,904,"transfer",1000
86,416,"transfer",1000
86,597,"transfer",1000
86,962,"transfer",1000
86,601,"transfer",1000
86,274,"transfer",1000
87,54,"transfer",1000
87,534,"transfer",1552
87,534,"transfer",2106
87,601,"transfer",1000
87,81,"transfer",1000
88,569,"transfer",1000
88,235,"transfer",1000
88,222,"transfer",1000
88,88,"transfer",1000
88,980,"transfer",1000
89,891,"transfer",1000
89,796,"transfer",1000
89,914,"transfer",1000
89,387,"transfer",1000
89,458,"transfer",1000
90,720,"transfer",1000
90,724,"transfer",1000
90,643,"transfer",1000
90,290,"transfer",1000
90,167,"transfer",1000
91,821,"transfer",1000
91,542,"transfer",1000
91,222,"transfer",1000
91,440,"transfer",1000
91,255,"transfer",1000
92,225,"transfer",1000
92,920,"transfer",1000
92,481,"transfer",1000
92,865,"transfer",1000
92,794,"transfer",1000
93,261,"transfer",1000
93,460,"transfer",1000
93,851,"transfer",1000
93,897,"transfer",1000
93,850,"transfer",1000
94,737,"transfer",1000
94,720,"transfer",1000
94,742,"transfer",1000
94,289,"transfer",1000
94,135,"transfer",1000
95,301,"transfer",1000
95,877,"transfer",1000
95,509,"transfer",1000
95,118,"transfer",1000
95,175,"transfer",1000
96,51,"transfer",1000
96,884,"transfer",1000
96,352,"transfer",1000
96,521,"transfer",1000
96,337,"transfer",1000
97,811,"transfer",1000
97,706,"transfer",1000
97,678,"transfer",1000
97,222,"transfer",1000
97,981,"transfer",1000
98,564,"transfer",1000
98,397,"transfer",1000
98,579,"transfer",1000
98,682,"transfer",1000
98,791,"transfer",1000
99,548,"transfer",1000
99,265,"transfer",1000
99,643,"transfer",1000
99,459,"transfer",1000
99,155,"transfer",1000
100,666,"transfer",1000
100,804,"transfer",1000
100,752,"transfer",1000
100,559,"transfer",1000
100,756,"transfer",1000
101,118,"transfer",1000
101,134,"transfer",1000
101,443,"transfer",1000
101,794,"transfer",1000
101,418,"transfer",1000
102,352,"transfer",1000
102,581,"transfer",1000
102,681,"transfer",1000
102,919,"transfer",1000
102,2,"transfer",1000
103,387,"transfer",1000
103,552,"transfer",1000
103,399,"transfer",1000
103,871,"transfer",1000
103,72,"transfer",1000
104,312,"transfer",1000
104,205,"transfer",1000
104,51,"transfer",1000
104,685,"transfer",1000
104,771,"transfer",1000
105,640,"transfer",1000
105,255,"transfer",1000
105,118,"transfer",1000
105,890,"transfer",1000
105,602,"transfer",1000
106,174,"transfer",1000
106,628,"transfer",1000
106,411,"transfer",1000
106,830,"transfer",1000
106,274,"transfer",1000
107,669,"transfer",1000
107,920,"transfer",1000
107,327,"transfer",1000
107,207,"transfer",1000
107,218,"transfer",1000
108,85,"transfer",1000
108,785,"transfer",1000
108,746,"transfer",1000
108,690,"transfer",1000
108,616,"transfer",1000
109,559,"transfer",1000
109,982,"transfer",1000
109,407,"transfer",1000
109,579,"transfer",1000
109,264,"transfer",1000
110,351,"transfer",1000
110,699,"transfer",1000
110,73,"transfer",1000
110,588,"transfer",1000
110,203,"transfer",1000
111,292,"transfer",1000
111,920,"transfer",1000
111,313,"transfer",1000
111,91,"transfer",1000
111,676,"transfer",1000
112,272,"transfer",1000
112,597,"transfer",1000
112,436,"transfer",1000
112,35,"transfer",1000
112,45,"transfer",1000
113,330,"transfer",1000
113,279,"transfer",1000
113,532,"transfer",1000
113,906,"transfer",1000
113,457,"transfer",1000
114,293,"transfer",1000
114,123,"transfer",1000
114,478,"transfer",1000
114,865,"transfer",1000
114,801,"transfer",1000
115,272,"transfer",1000
115,756,"transfer",1000
115,535,"transfer",1000
115,171,"transfer",1000
115,927,"transfer",1000
116,727,"transfer",1000
116,238,"transfer",1000
116,340,"transfer",1000
116,778,"transfer",1000
116,716,"transfer",1000
117,323,"transfer",1000
117,823,"transfer",1000
117,301,"transfer",1000
117,664,"transfer",1000
117,312,"transfer",1000
118,388,"transfer",1000
118,40,"transfer",1000
118,640,"transfer",1000
118,840,"transfer",1000
118,525,"transfer",1000
119,743,"transfer",1000
119,361,"transfer",1000
119,264,"transfer",1000
119,710,"transfer",1000
119,420,"transfer",1000
120,791,"transfer",1000
120,330,"transfer",1000
120,50,"transfer",1000
120,804,"transfer",1000
120,840,"transfer",1000
121,722,"transfer",1000
121,562,"transfer",1000
121,94,"transfer",1000
121,255,"transfer",1000
121,221,"transfer",1000
122,27,"transfer",1000
122,606,"transfer",1000
122,495,"transfer",1000
122,640,"transfer",1000
122,140,"transfer",1000
123,95,"transfer",1000
123,130,"transfer",1000
123,194,"transfer",1000
123,524,"transfer",1000
123,624,"transfer",1000
124,135,"transfer",1000
124,730,"transfer",1000
124,807,"transfer",1727
124,807,"transfer",2150
124,413,"transfer",1000
125,29,"transfer",1000
125,210,"transfer",1000
125,971,"transfer",1000
125,94,"transfer",1000
125,352,"transfer",1000
126,566,"transfer",1000
126,559,"transfer",1000
126,571,"transfer",1000
126,699,"transfer",1000
126,4,"transfer",1000
127,693,"transfer",1000
127,284,"transfer",1000
127,49,"transfer",1000
127,931,"transfer",1000
127,593,"transfer",1000
128,203,"transfer",1000
128,992,"transfer",1000
128,140,"transfer",1000
128,536,"transfer",1000
128,256,"transfer",1000
129,741,"transfer",1000
129,171,"transfer",1000
129,821,"transfer",1000
129,60,"transfer",1000
129,359,"transfer",1000
130,858,"transfer",1000
130,263,"transfer",1000
130,326,"transfer",1000
130,399,"transfer",1000
130,590,"transfer",1000
131,724,"transfer",1000
131,774,"transfer",1000
131,301,"transfer",1000
131,732,"transfer",1000
131,637,"transfer",1000
132,327,"transfer",1000
132,365,"transfer",1000
132,612,"transfer",1000
132,842,"transfer",1000
132,566,"transfer",1000
133,918,"transfer",1000
133,175,"transfer",1000
133,920,"transfer",1000
133,179,"transfer",1000
133,843,"transfer",1000
134,25,"transfer",1000
134,894,"transfer",1000
134,387,"transfer",1000
134,786,"transfer",1000
134,22,"transfer",1000
135,874,"transfer",1000
135,328,"transfer",1000
135,152,"transfer",1000
135,934,"transfer",1000
135,498,"transfer",1000
136,143,"transfer",1000
136,510,"transfer",1000
136,292,"transfer",1000
136,636,"transfer",1000
136,525,"transfer",1000
137,413,"transfer",1000
137,651,"transfer",1000
137,685,"transfer",1000
137,420,"transfer",1000
137,274,"transfer",1000
138,143,"transfer",1000
138,380,"transfer",1000
138,772,"transfer",1000
138,144,"transfer",1000
138,570,"transfer",1000
139,981,"transfer",1000
139,492,"transfer",1000
139,801,"transfer",1000
139,903,"transfer",1000
139,536,"transfer",1000
140,261,"transfer",1000
140,754,"transfer",1000
140,756,"transfer",1000
140,890,"transfer",1000
140,165,"transfer",1000
141,469,"transfer",1000
141,412,"transfer",1000
141,109,"transfer",1000
141,981,"transfer",1000
141,738,"transfer",1000
142,835,"transfer",1000
142,222,"transfer",1000
142,553,"transfer",1000
142,836,"transfer",1000
142,788,"transfer",1000
143,101,"transfer",1000
143,439,"transfer",1000
143,699,"transfer",1000
143,352,"transfer",1000
143,777,"transfer",1000
144,94,"transfer",1000
144,63,"transfer",1000
144,175,"transfer",1000
144,618,"transfer",1000
144,390,"transfer",1000
145,177,"transfer",1000
145,892,"transfer",1000
145,736,"transfer",1000
145,981,"transfer",1000
145,404,"transfer",1000
146,601,"transfer",1000
146,553,"transfer",1000
146,548,"transfer",1000
146,801,"transfer",1000
146,32,"transfer",1000
147,212,"transfer",1000
147,139,"transfer",1000
147,836,"transfer",1000
147,801,"transfer",1000
147,807,"transfer",1000
148,490,"transfer",1000
148,620,"transfer",1000
148,560,"transfer",1000
148,673,"transfer",1000
148,860,"transfer",1000
149,691,"transfer",1000
149,317,"transfer",1000
149,352,"transfer",1000
149,249,"transfer",1000
149,310,"transfer",1000
150,58,"transfer",1000
150,801,"transfer",1000
150,395,"transfer",1000
150,417,"transfer",1000
150,891,"transfer",1000
151,13,"transfer",1000
151,934,"transfer",1000
151,387,"transfer",1000
151,921,"transfer",1000
151,499,"transfer",1000
152,491,"transfer",1000
152,125,"transfer",1000
152,241,"transfer",1000
152,327,"transfer",1000
152,514,"transfer",1000
153,478,"transfer",1000
153,681,"transfer",1000
153,700,"transfer",1000
153,352,"transfer",1000
153,187,"transfer",1000
154,604,"transfer",1000
154,102,"transfer",1000
154,161,"transfer",1000
154,297,"transfer",1000
154,756,"transfer",1000
155,690,"transfer",1000
155,443,"transfer",1000
155,85,"transfer",1000
155,301,"transfer",1000
155,537,"transfer",1000
156,305,"transfer",1000
156,949,"transfer",1000
156,949,"transfer",2000
156,707,"transfer",1000
156,856,"transfer",1000
157,299,"transfer",1000
157,634,"transfer",1000
157,984,"transfer",1000
157,681,"transfer",1000
157,597,"transfer",1000
158,576,"transfer",1000
158,746,"transfer",1000
158,4,"transfer",1000
158,757,"transfer",1000
158,640,"transfer",1000
159,129,"transfer",1000
159,887,"transfer",1000
159,406,"transfer",1000
159,184,"transfer",1000
159,781,"transfer",1000
160,555,"transfer",1000
160,403,"transfer",1000
160,13,"transfer",1000
160,892,"transfer",1000
160,439,"transfer",1000
161,233,"transfer",1000
161,916,"transfer",1000
161,50,"transfer",1000
161,850,"transfer",1000
161,128,"transfer",1000
162,471,"transfer",1000
162,923,"transfer",1000
162,4,"transfer",1000
162,387,"transfer",1000
162,720,"transfer",1000
163,560,"transfer",1000
163,186,"transfer",1000
163,301,"transfer",1000
163,730,"transfer",1000
163,27,"transfer",1000
164,352,"transfer",1000
164,778,"transfer",1000
164,942,"transfer",1000
164,543,"transfer",1000
164,697,"transfer",1000
165,282,"transfer",1000
165,533,"transfer",1000
165,690,"transfer",1000
165,463,"transfer",1000
165,332,"transfer",1000
166,421,"transfer",1000
166,665,"transfer",1000
166,311,"transfer",1000
166,805,"transfer",1000
166,328,"transfer",1000
167,259,"transfer",5000
167,613,"transfer",1000
167,536,"transfer",1000
167,406,"transfer",1000
167,403,"transfer",1000
168,252,"transfer",1000
168,123,"transfer",1000
168,894,"transfer",1000
168,380,"transfer",1000
168,720,"transfer",1000
169,380,"transfer",1000
169,874,"transfer",1000
169,263,"transfer",1000
169,804,"transfer",1000
169,463,"transfer",1000
170,203,"transfer",1000
170,884,"transfer",1000
170,259,"transfer",10000
170,35,"transfer",1000
170,4,"transfer",1000
171,560,"transfer",1000
171,218,"transfer",1000
171,664,"transfer",1000
171,981,"transfer",1000
171,831,"transfer",1000
172,305,"transfer",1000
172,292,"transfer",1000
172,294,"transfer",1000
172,842,"transfer",1000
172,764,"transfer",1000
173,578,"transfer",1000
173,659,"transfer",1000
173,746,"transfer",1000
173,583,"transfer",1000
173,272,"transfer",1000
174,178,"transfer",1000
174,135,"transfer",1000
174,261,"transfer",1000
174,523,"transfer",1000
174,418,"transfer",1000
175,621,"transfer",1000
175,183,"transfer",1000
175,270,"transfer",1000
175,353,"transfer",1000
175,407,"transfer",1000
176,610,"transfer",1000
176,57,"transfer",1000
176,96,"transfer",1000
176,555,"transfer",1000
176,968,"transfer",1000
177,242,"transfer",1000
177,448,"transfer",1000
177,578,"transfer",1000
177,412,"transfer",1000
177,146,"transfer",1000
178,268,"transfer",1000
178,122,"transfer",1000
178,188,"transfer",1000
178,921,"transfer",1000
178,462,"transfer",1000
179,688,"transfer",1000
179,166,"transfer",1000
179,397,"transfer",1000
179,384,"transfer",1000
179,900,"transfer",1000
180,855,"transfer",1000
180,984,"transfer",1000
180,352,"transfer",1000
180,135,"transfer",1000
180,417,"transfer",1000
181,803,"transfer",1000
181,567,"transfer",1000
181,23,"transfer",1000
181,524,"transfer",1000
181,740,"transfer",1000
182,556,"transfer",1000
182,370,"transfer",1000
182,975,"transfer",1000
182,299,"transfer",1000
182,453,"transfer",1000
183,327,"transfer",1000
183,125,"transfer",1000
183,85,"transfer",1000
183,754,"transfer",1000
183,207,"transfer",1000
184,218,"transfer",1000
184,330,"transfer",1000
184,612,"transfer",1000
184,659,"transfer",1000
184,888,"transfer",1000
185,583,"transfer",1000
185,310,"transfer",1000
185,222,"transfer",1000
185,255,"transfer",1000
185,221,"transfer",1000
186,294,"transfer",1000
186,589,"transfer",1000
186,918,"transfer",1000
186,10,"transfer",1000
186,865,"transfer",1000
187,796,"transfer",1000
187,726,"transfer",1000
187,359,"transfer",1000
187,273,"transfer",1000
187,374,"transfer",1000
188,926,"transfer",1000
188,63,"transfer",1000
188,183,"transfer",1000
188,463,"transfer",1000
188,581,"transfer",1000
189,797,"transfer",1000
189,697,"transfer",1000
189,478,"transfer",1000
189,687,"transfer",1000
189,602,"transfer",1000
190,117,"transfer",1000
190,187,"transfer",1000
190,555,"transfer",1000
190,56,"transfer",1000
190,28,"transfer",1000
191,842,"transfer",1000
191,926,"transfer",1000
191,716,"transfer",1000
191,212,"transfer",1000
191,329,"transfer",1000
192,495,"transfer",1000
192,273,"transfer",1000
192,331,"transfer",1000
192,122,"transfer",1000
192,76,"transfer",1000
193,405,"transfer",1000
193,118,"transfer",1000
193,88,"transfer",1000
193,968,"transfer",1000
193,711,"transfer",1000
194,281,"transfer",1000
194,751,"transfer",1000
194,860,"transfer",1000
194,807,"transfer",1000
194,299,"transfer",1000
195,584,"transfer",1000
195,804,"transfer",1000
195,870,"transfer",1000
195,232,"transfer",1000
195,153,"transfer",1000
196,844,"transfer",1000
196,66,"transfer",1000
196,301,"transfer",1000
196,380,"transfer",1000
196,412,"transfer",1000
197,76,"transfer",1000
197,724,"transfer",1000
197,236,"transfer",1000
197,473,"transfer",1000
197,387,"transfer",1000
198,975,"transfer",1000
198,595,"transfer",1000
198,8,"transfer",1000
198,57,"transfer",1000
198,155,"transfer",1000
199,88,"transfer",1000
199,878,"transfer",1000
199,230,"transfer",1000
199,140,"transfer",1000
199,114,"transfer",1000
200,851,"transfer",1000
200,439,"transfer",1000
200,394,"transfer",1000
200,872,"transfer",1000
200,264,"transfer",1000
201,635,"transfer",1000
201,871,"transfer",1000
201,831,"transfer",1000
201,842,"transfer",1000
201,856,"transfer",1000
202,510,"transfer",1000
202,616,"transfer",1000
202,241,"transfer",1000
202,390,"transfer",1000
202,101,"transfer",1000
203,287,"transfer",1000
203,677,"transfer",1000
203,962,"transfer",1000
203,102,"transfer",1000
203,746,"transfer",1000
204,683,"transfer",1000
204,575,"transfer",1000
204,681,"transfer",1000
204,207,"transfer",1000
204,281,"transfer",1000
205,980,"transfer",1000
205,66,"transfer",1000
205,135,"transfer",1000
205,473,"transfer",1000
205,71,"transfer",1000
206,226,"transfer",1000
206,379,"transfer",1000
206,135,"transfer",1000
206,80,"transfer",1000
206,844,"transfer",1000
207,359,"transfer",1000
207,8,"transfer",1000
207,646,"transfer",1000
207,636,"transfer",1000
207,310,"transfer",1000
208,559,"transfer",1000
208,352,"transfer",1000
208,872,"transfer",1000
208,550,"transfer",1000
208,801,"transfer",1000
209,407,"transfer",1000
209,868,"transfer",1000
209,599,"transfer",1000
209,6,"transfer",1000
209,78,"transfer",1000
210,726,"transfer",1000
210,326,"transfer",1000
210,976,"transfer",1000
210,7,"transfer",1000
210,56,"transfer",1000
211,289,"transfer",1000
211,242,"transfer",1000
211,730,"transfer",1000
211,509,"transfer",1000
211,493,"transfer",1000
212,13,"transfer",1000
212,764,"transfer",1000
212,335,"transfer",1000
212,145,"transfer",1000
212,796,"transfer",1000
213,314,"transfer",1000
213,788,"transfer",1000
213,591,"transfer",1000
213,135,"transfer",1000
213,229,"transfer",1000
214,387,"transfer",1000
214,511,"transfer",1000
214,27,"transfer",1000
214,699,"transfer",1000
214,634,"transfer",1000
215,662,"transfer",1000
215,169,"transfer",1000
215,420,"transfer",1000
215,804,"transfer",1000
215,607,"transfer",1000
216,610,"transfer",1000
216,674,"transfer",1000
216,76,"transfer",1000
216,787,"transfer",1000
216,821,"transfer",1000
217,330,"transfer",1000
217,288,"transfer",1000
217,550,"transfer",1000
217,607,"transfer",1000
217,403,"transfer",1000
218,560,"transfer",1000
218,312,"transfer",1000
218,799,"transfer",1000
218,280,"transfer",1000
218,595,"transfer",1000
219,85,"transfer",1000
219,19,"transfer",1000
219,163,"transfer",1000
219,397,"transfer",1000
219,184,"transfer",1000
220,340,"transfer",1000
220,441,"transfer",1000
220,893,"transfer",1000
220,929,"transfer",1000
220,994,"transfer",1000
221,272,"transfer",1000
221,555,"transfer",1000
221,206,"transfer",1000
221,213,"transfer",1000
221,202,"transfer",1000
222,154,"transfer",1000
222,437,"transfer",1000
222,274,"transfer",1000
222,695,"transfer",1000
222,387,"transfer",1000
223,499,"transfer",1000
223,981,"transfer",1000
223,699,"transfer",1000
223,505,"transfer",1000
223,124,"transfer",1000
224,624,"transfer",1000
224,259,"transfer",7001
224,602,"transfer",1000
224,944,"transfer",1000
224,730,"transfer",1000
225,801,"transfer",1000
225,620,"transfer",1000
225,560,"transfer",1000
225,56,"transfer",1000
225,699,"transfer",1000
226,842,"transfer",1000
226,340,"transfer",1000
226,465,"transfer",1000
226,904,"transfer",1000
226,487,"transfer",1000
227,317,"transfer",1000
227,397,"transfer",1000
227,922,"transfer",1000
227,292,"transfer",1000
227,778,"transfer",1000
228,458,"transfer",1000
228,387,"transfer",1000
228,126,"transfer",1000
228,901,"transfer",1000
228,724,"transfer",1000
229,654,"transfer",1000
229,744,"transfer",1000
229,79,"transfer",1000
229,285,"transfer",1000
229,50,"transfer",1000
230,926,"transfer",1000
230,626,"transfer",1000
230,439,"transfer",1000
230,481,"transfer",1000
230,235,"transfer",1000
231,412,"transfer",1000
231,130,"transfer",1000
231,535,"transfer",1000
231,95,"transfer",1000
