url,product_name,reviewer_name,review_title,review_text,review_rating,verified_purchase,review_date,helpful_count,uniq_id,scraped_at
https://www.amazon.co.uk/dp/B07S1XM3L7,"adidas Women's Retrorun Shoes Running, Core Black/Cloud White/Alumina, 8 UK",Melissa Lanza,Super cuter sneakers.,I bought these as a birthday present for myself. I originally wanted to use them as my new jogging shoes. The tongue of the shoe is just too stiff for that though. I am still happy with the shoes cuz they are super cute. Besides the stiff tongue my only other complaint is they seem a tad larger than my other size tens. I have a little more space than I like to have. Otherwise completely awesome!,5.0,True,Reviewed in the United States on 6 January 2021,4 people found this helpful,1b63388c-d268-5453-9fad-f36f9ec5e2e0,24/12/2021 02:26:25
https://www.amazon.co.uk/dp/B0125TMZGK,"Aravon Women's Betty-AR Oxfords, Stone, 5.5 UK",Keqqy,"Cute, but small","I was so excited to find these shoes. They are super cute!  They were too small, however, and I cannot find the larger size I need.  When I tried them on, they were really stiff and a bit tight.  Who knows maybe they would stretch out as I wore them, but they just didn't fit.  I am disappointed that I can't find the size I need anywhere, but will keep looking.",4.0,True,Reviewed in the United States on 28 November 2020,,6e6c9355-0941-5e44-9792-52c75725a3e6,24/12/2021 02:26:25
https://www.amazon.co.uk/dp/B0125TMZGK,"Aravon Women's Betty-AR Oxfords, Stone, 5.5 UK",Kobe,Nice lightweight comfort shoe,"It's a very comfortable and lightweight shoe.  I found it to be pretty true for a size 10, but all shoes run differently.  Other reviews said it ran small, but I didn't find that the case. I bought the 10D width.  The wider width doesn't look odd, it fits the shoe well and my foot.",5.0,True,Reviewed in the United States on 8 August 2016,9 people found this helpful,397e3b6a-be73-5b2f-a4e5-e957a56acdb1,24/12/2021 02:26:25
https://www.amazon.co.uk/dp/B0125TMZGK,"Aravon Women's Betty-AR Oxfords, Stone, 5.5 UK",Grams,Total Comfort,Two years ago I bought this same exact shoes.  I wore them always when choosing a stylish athletic shoe. Originally I bought them when our family was going to go to The Ark in Kentucky and knew we would be doing alot of walking.there has never been a time that my feet hurt when I wear these shoes. And I get compliments often as to how cute they look.  So best shoes for me for comfort and style! Bought them again to update and bought an additional pair in black.,5.0,True,Reviewed in the United States on 12 November 2019,2 people found this helpful,256c6c3b-ce6a-5c88-9de4-ca981dede045,24/12/2021 02:26:25
https://www.amazon.co.uk/dp/B0873MYDXS,"Naturino Unisex Babies Cocoon First Walker Shoe, Zucca, 1.5 UK",Szerda,Schmerzen am Kind...,"An sich wunderschöner Schuh, auspacken und direkt meinem Kind angezogen. Das Kind geht 2 Schritte und fängt bitterlich an zu weinen... Sofort Schuhe ausgezogen und mal geschaut was da los ist. Es war nen für Kleinkinderschuhe wirklich großer Knick in der Inneneinlage der sich auch nicht wirklich begradigen lässt. Bedauerlich, wo doch der Schuh an sich nicht im Discounter Sektor liegt. Da hätte ich wirklich mehr erwartet.",1.0,True,Reviewed in Germany on 15 December 2021,,34cf2187-d430-55c5-9ee9-29d680efa2a1,24/12/2021 02:26:25
https://www.amazon.co.uk/dp/B0873MYDXS,"Naturino Unisex Babies Cocoon First Walker Shoe, Zucca, 1.5 UK",Sofia Gaweiler,Aus der Anzeige es wird nicht klar welche Größe es ist,Auf einem der Fotos steht auf der Sohle die gr 26.Die Schuhe die mit verschickt wurden ist die Gr 19...Habe keine Antwort auf meine Frage vor einigen  Tagen bekommen welche Größe das tatsächlich ist.,3.0,True,Reviewed in Germany on 11 October 2021,,9cabd435-ba84-5469-abbe-c377c28321f8,24/12/2021 02:26:25
https://www.amazon.co.uk/dp/B077TC44GZ,"Merrell Boys' Burnt Rock Low Sneaker, Black, 13.5 Medium US Little Kid",paulinedove,"May work for a ""B"" width foot","Grandson couldn't even get them on, they are so tightly cut.",3.0,True,Reviewed in the United States on 22 January 2021,,90bbb21f-d7fa-538b-8f83-4beb55545e45,24/12/2021 02:26:25
https://www.amazon.co.uk/dp/B077TC44GZ,"Merrell Boys' Burnt Rock Low Sneaker, Black, 13.5 Medium US Little Kid",Anna,Fell apart after one week,"The laces broke after slightly over one week of use. Horrible quality. Before it broke, my son complained it was very uncomfortable, as the metal grommets on the sides rub against the side of his foot.",1.0,True,Reviewed in the United States on 22 December 2019,,c111f9c3-e95b-57c1-8a7f-879f9ec476df,24/12/2021 02:26:25
https://www.amazon.co.uk/dp/B082W5GQ5L,"adidas Daily 3.0 Skate Shoe, Grey, 3 US Unisex Little Kid",Sambit,Nice Shoes,Nice pair of shoes,5.0,True,Reviewed in Canada on 7 August 2021,,5d82d088-3073-55c7-9436-337ba52b3429,24/12/2021 02:26:26
https://www.amazon.co.uk/dp/B082W5GQ5L,"adidas Daily 3.0 Skate Shoe, Grey, 3 US Unisex Little Kid",consumer,Thank you!,"These shoes are cute and jus fine. I wanted to comment on the company actually. I bought these for a wedding for my son to wear and they weren’t going to arrive in time.  I reached out to Amazon with no luck. I finally contacted the company directly and they said they didn’t think they could get them to me in time because of how the process works. However, I literally received these the very next day. Whoever I spoke to, thank you, you obviously went out of your way to get these pulled and shipped to me and I can’t thank you enough. They made it on time and the wedding was gorgeous!!My son kept the shoes on all night and now wears them when he wants to dress up casual  ..he says they are comfy and shoe laces are long enough he can tie them easily",5.0,True,Reviewed in the United States on 22 October 2021,3 people found this helpful,1da9db76-74be-5eec-af0b-bcaa1bd0aa9e,24/12/2021 02:26:26
https://www.amazon.co.uk/dp/B082W5GQ5L,"adidas Daily 3.0 Skate Shoe, Grey, 3 US Unisex Little Kid",C. Herrera,Not your average skate shoe. They’re attractive!,"When my 8 year old asked for “skate shoes”, I could only picture AirWalks or Vans (which are cute, but don’t fit their wide feet well). I began searching and found these. They are not just skate shoes, but also adorable and good, Adidas quality.",5.0,True,Reviewed in the United States on 6 January 2021,6 people found this helpful,b56f0672-80fc-591e-9d7b-ac2da9fdef7d,24/12/2021 02:26:26
https://www.amazon.co.uk/dp/B082W5GQ5L,"adidas Daily 3.0 Skate Shoe, Grey, 3 US Unisex Little Kid",Me,Great shoe - great price - runs big,"Great looking shoe at a great price! I got these in the gray with black stripes and the black with white stripes. Looks exactly like the ones I got from the store that were $20 more. They run big. I wear a women’s 7 in most shoes. I measured my foot on the big kids Adidas size chart and according to it, I should get a 6.5. I got the 6 because they didn’t have any other sizes and based on other reviews from women I was hoping they would work out. They’re big. I measured them against the men’s 7 I had from the store and there wasn’t much difference between the 6 and 7. They measured the same as the men’s 6.5 I had from the store. I would’ve ordered a 5 if they were available. It’s hard to guess with the weird sizing situation. Hopefully putting in some insoles will help because I want to keep them.",5.0,True,Reviewed in the United States on 23 November 2021,,35426696-34b6-5799-bb33-c9a93669d467,24/12/2021 02:26:26
https://www.amazon.co.uk/dp/B082W5GQ5L,"adidas Daily 3.0 Skate Shoe, Grey, 3 US Unisex Little Kid",Love,My son loves these shoes,Very nice shoes. Got them when they were on sale and they are really nice.,5.0,True,Reviewed in the United States on 5 December 2021,,25943711-1175-5b80-b516-a31291de401b,24/12/2021 02:26:26
https://www.amazon.co.uk/dp/B082W5GQ5L,"adidas Daily 3.0 Skate Shoe, Grey, 3 US Unisex Little Kid",Amazon Customer,Comfortable in style,The shoes fit as expected. I bought these for my seven year old son. He loves how comfortable they are. Definitely worth the buy!,5.0,True,Reviewed in the United States on 24 July 2021,,a13c688a-0e9b-532c-81ed-0ee3b394e8ef,24/12/2021 02:26:26
https://www.amazon.co.uk/dp/B082W5GQ5L,"adidas Daily 3.0 Skate Shoe, Grey, 3 US Unisex Little Kid",Ana,Very cute,Kid loves them. Good fit and comfortable.,5.0,True,Reviewed in the United States on 6 October 2021,,9a4d4fdb-fdbc-542f-95ba-4772f0f76043,24/12/2021 02:26:26
https://www.amazon.co.uk/dp/B082W5GQ5L,"adidas Daily 3.0 Skate Shoe, Grey, 3 US Unisex Little Kid",Grace,Very comfortable,These shoes fit well and are comfortable.,5.0,True,Reviewed in the United States on 22 September 2021,,64ddb6ba-0379-5e41-b208-9cb5e42f14ef,24/12/2021 02:26:26
https://www.amazon.co.uk/dp/B082W5GQ5L,"adidas Daily 3.0 Skate Shoe, Grey, 3 US Unisex Little Kid",Kimberly D.,Stylish with a sturdy canvas and a thick sole.,"My son likes it. However he said it's heavy. Other than that, it's a great shoe.",5.0,True,Reviewed in the United States on 31 March 2021,,38b81fd3-0cf8-57a2-b666-33d866d17785,24/12/2021 02:26:26
https://www.amazon.co.uk/dp/B082W5GQ5L,"adidas Daily 3.0 Skate Shoe, Grey, 3 US Unisex Little Kid",Kindle Customer,Awesome!!!,"Brought these for my grandson,  and I'm told it fits him perfectly and he loves them.  He don't ever want to take them off.",5.0,True,Reviewed in the United States on 1 November 2021,,687d93ac-26d6-5526-b554-9148e5f8221e,24/12/2021 02:26:26
https://www.amazon.co.uk/dp/B08T6Q4S7K,"Tom Tailor 2171201 Mid Calf Boot, Cognac, 3.5 UK",K Schliffke,Sehr empfindlich,Die Oberfläche ist sehr empfindlich und sieht nicht lange schön aus wenn man Jungs hat die gerne draußen toben,1.0,True,Reviewed in Germany on 29 November 2021,,a0848945-48c5-54ab-8df2-3c475999ce8b,24/12/2021 02:26:26
https://www.amazon.co.uk/dp/B07T83MMD1,"ASICS Women's 1012A699-003_42 Running Shoes, Black, 7.5 UK",ぶんぶんまる,厚底は慣れるまでは慎重に。,厚底とアーチが足を前に出す機能をゆっくり走る時に強く効果を感じますね。ただ初の厚底だったので、走る環境も考えて走らないといけないと思います。いつも通りに走ってしまうと着地不安定となり転倒してしまうかもしれません。転倒して顔面強打、頬骨ヒビ入りましたので、慎重に徐々に慣らしていきましょう。,5.0,True,Reviewed in Japan on 25 April 2021,One person found this helpful,51a26017-6e74-5388-ada0-ab0f361d5043,24/12/2021 02:26:26
https://www.amazon.co.uk/dp/B07T83MMD1,"ASICS Women's 1012A699-003_42 Running Shoes, Black, 7.5 UK",ゆーこさん,つま先は細めです,23、5は小さすぎたので交換してもらいました。,4.0,True,Reviewed in Japan on 26 April 2020,One person found this helpful,dcf161ec-29aa-5c7d-8e18-5cece9126452,24/12/2021 02:26:26
https://www.amazon.co.uk/dp/B08TR7B648,"Superfit Breeze Walkers, Blue/Blue 8010, 5 UK Child",natalia84,"Toller Schuh, schlechte Qualität!!!",Eigentlich ein ganz toller und bequemer Schuh von Superfit. Ich weiß nicht warum der Hersteller die Sohle so billig hergestellt hat. Nach ein paar mal anziehen ging die weiße Schukappe schon ab. Sollte bei teuren Markenschuhen ein No-Go sein.,3.0,True,Reviewed in Germany on 20 September 2021,,565fb0ac-9daf-5e1d-8523-db1d0790cd96,24/12/2021 02:26:26
https://www.amazon.co.uk/dp/B08DP1JTPT,"HÖGL Women's Plain Sneaker, White, 6 UK", Edith,Perfekt schuche,Komfort und perfekt schucse,5.0,True,Reviewed in Germany on 10 August 2021,,f9642cb2-1e56-5953-b2f5-10b9fdde3a07,24/12/2021 02:26:26
https://www.amazon.co.uk/dp/B08TR7B648,"Superfit Breeze Walkers, Blue/Blue 8010, 5 UK Child",Marina H.,Fällt schmäler aus,"Ein wunderschöner Lederschuh, der allerdings deutlich schmäler ausfällt. Eigentlich trägt unser Sohn die mittlere Breite, hier handelt es sich eher um die schmale Ausführung. Daher ging der Schuh leider retour. Sehr ungewöhnlich für Superfit",3.0,True,Reviewed in Germany on 15 April 2021,,f6d439cd-a880-539e-bc81-689e69358f8c,24/12/2021 02:26:26
https://www.amazon.co.uk/dp/B08TR7B648,"Superfit Breeze Walkers, Blue/Blue 8010, 5 UK Child",Andrea G. ,Lieblingsschuh!,Unser Tochter (20 M) zieht diese Schuhe sehr gerne an und läuft damit auch gerne herum.Abgesehen davon ist Farbe/Modell sehr schön!,5.0,True,Reviewed in Germany on 20 June 2021,,45d504ab-c4f0-5980-aa2b-b46a1790ef1e,24/12/2021 02:26:26
https://www.amazon.co.uk/dp/B08TR7B648,"Superfit Breeze Walkers, Blue/Blue 8010, 5 UK Child",Amazon Kunde,Top,Beste Schuhe von Superfit generell. Wir sind immer zufrieden und dieser Schuh gefällt mir persönlich sehr gut,5.0,True,Reviewed in Germany on 3 November 2021,,d3552b9d-3e69-5170-b3e8-ba5f1d91c79e,24/12/2021 02:26:26
https://www.amazon.co.uk/dp/B08TR7B648,"Superfit Breeze Walkers, Blue/Blue 8010, 5 UK Child",Jonny,Toller Kinderschuh,"Super, hochwertiger Kinderschuh. Meine Tochter fährt voll darauf ab.",5.0,True,Reviewed in Germany on 13 September 2021,,93deb0ea-31c3-5543-96b7-3fb9ecbeedbb,24/12/2021 02:26:26
