"CUST_ID","CUST_GENDER","AGE","CUST_MARITAL_STATUS","COUNTRY_NAME","CUST_INCOME_LEVEL","EDUCATION","OCCUPATION","HOUSEHOLD_SIZE","YRS_RESIDENCE","AFFINITY_CARD","BULK_PACK_DISKETTES","FLAT_PANEL_MONITOR","HOME_THEATER_PACKAGE","BOOKKEEPING_APPLICATION","PRINTER_SUPPLIES","Y_BOX_GAMES","OS_DOC_SET_KANJI","COMMENTS"
101526,"M",40,"Married","United States of America","I: 170,000 - 189,999","Profsc","Prof.","3",4,1,1,1,1,1,1,0,0,"I purchased a new computer recently, but the manuals weren't included.  Could you ship them to me directly?"
101527,"M",19,"NeverM","United States of America","J: 190,000 - 249,999","< Bach.","Cleric.","1",1,0,1,1,0,1,1,1,0,"I purchased a new computer from your store recently and then received the new discount membership card.  Could I speak with a store manager about getting discounts for my past purchases?"
101528,"M",52,"Separ.","United States of America","K: 250,000 - 299,999","HS-grad","Crafts","2",5,0,1,1,1,1,1,0,0,"A lousy idea.  I threw your card away. If you want to know what I buy, I'll shop elsewhere."
101529,"M",22,"NeverM","United States of America","K: 250,000 - 299,999","< Bach.","Handler","1",2,0,1,1,0,1,1,1,0,"Thanks a lot for my new affinity card. I love the discounts and have since started shopping at your store for everything."
101530,"M",34,"Married","United States of America","H: 150,000 - 169,999","Bach.","Prof.","3",3,1,1,0,0,1,1,0,0,"Could you send an Affinity Card to my mother in France?  Let me know and I'll send you here address."
101531,"M",28,"Married","Argentina","J: 190,000 - 249,999","< Bach.","Transp.","3",3,0,1,1,0,1,1,1,0,"Forget it. I 'm not giving you all my personal information.  I wish you'd give up and respect a customer's privacy."
101532,"M",37,"Divorc.","United States of America","C: 50,000 - 69,999","HS-grad","Machine","2",4,0,0,0,1,1,1,0,0,"It is a good way to attract new shoppers. After shopping at your store for more than a month, I am ready to move on though. Not enough variety"
101533,"F",48,"Mabsent","United States of America","G: 130,000 - 149,999","Bach.","Cleric.","9+",5,0,0,0,1,1,1,0,0,"I purchased the new mouse pads and love them. I also purchased one for my sister and one for my brother."
101534,"M",38,"Married","Argentina","E: 90,000 - 109,999","Assoc-A","Other","3",4,0,0,0,1,1,1,0,0,"I am not going to waste my time filling up this three page form. Lousy idea."
101535,"F",33,"NeverM","United States of America","L: 300,000 and above","Bach.","Prof.","2",4,1,1,1,0,1,1,0,0,"Shopping at your store is a hassle. I rarely shop there and usually forget to bring your new loyalty card and hence never get the items at the sale price.  Can a store manager look up my account on-line?"
101536,"M",59,"Married","United States of America","E: 90,000 - 109,999","10th","Crafts","3",6,1,0,0,1,0,1,0,0,"Forget it. I 'm not giving you all my personal information.  I wish you'd give up and respect a customer's privacy."
101537,"M",31,"Married","United States of America","E: 90,000 - 109,999","< Bach.","Exec.","3",3,0,0,0,0,1,1,0,0,"I shop your store a lot.  I love your weekly specials."
101538,"M",39,"Married","Germany","I: 170,000 - 189,999","Assoc-A","Crafts","3",6,1,1,1,1,1,1,0,0,"Can I apply my discount to a purchase I made last month? Excellent program.  Thanks"
101539,"F",69,"Widowed","Italy","I: 170,000 - 189,999","Assoc-A","?","2",2,0,1,1,1,1,1,0,0,"I shop your store a lot.  I love your weekly specials."
101540,"F",35,"NeverM","United States of America","L: 300,000 and above","< Bach.","?","9+",4,0,1,1,1,1,1,0,0,"Don't send me any more promotions.  I get too much lousy junk mail already"
101541,"M",48,"Married","United States of America","B: 30,000 - 49,999","Assoc-V","Crafts","3",8,1,0,0,1,1,1,0,0,"A great idea.  Thank you!  Signed, happy in Texas"
101542,"F",59,"NeverM","Italy","B: 30,000 - 49,999","Masters","Prof.","2",6,1,0,0,1,1,1,0,0,"I wanted to write you to let you know that I've purchased several items at your store recently and have been very satisfied with my purchases. Keep up  the good work."
101543,"M",43,"Divorc.","United States of America","H: 150,000 - 169,999","< Bach.","Cleric.","2",5,1,1,0,1,1,1,0,0,"Forget it. I 'm not giving you all my personal information.  I wish you'd give up and respect a customer's privacy."
101544,"M",24,"NeverM","United States of America","J: 190,000 - 249,999","HS-grad","Cleric.","1",2,0,1,1,0,1,1,1,0,"I love shopping with my Affinity Card! Thank you. I used it to purchase a new flat panel monitor. It is amazing. Thank you again!"
101545,"F",43,"NeverM","United States of America","L: 300,000 and above","< Bach.","Exec.","2",1,0,1,1,1,1,1,0,0,"I shop your store a lot.  I love your weekly specials."
101546,"F",48,"Divorc.","United States of America","J: 190,000 - 249,999","HS-grad","Crafts","9+",5,0,1,1,1,1,1,0,0,"It is a good way to attract new shoppers. After shopping at your store for more than a month, I am ready to move on though. Not enough variety"
101547,"M",49,"Mabsent","United States of America","G: 130,000 - 149,999","Masters","Protec.","2",5,0,0,0,1,1,1,0,0,"I used to shop at your store, but have stopped now. I tried to return some electronic items and your store manager was a pain to deal with."
101548,"F",26,"NeverM","United States of America","C: 50,000 - 69,999","< Bach.","Cleric.","2",3,0,0,0,0,1,1,1,0,"I am unhappy with the service at your store. Do not consider me a loyal customer just because I use your Affinity Card"
101549,"M",38,"Married","United States of America","L: 300,000 and above","< Bach.","Exec.","3",6,1,1,1,1,1,1,0,0,"Does this discount work if you live in Australia?I've moved and I would like to purchase a few items as gifts but want the discount.  Have you ever considered offering free shipping?"
101550,"F",35,"Divorc.","United States of America","J: 190,000 - 249,999","7th-8th","TechSup","9+",4,0,1,1,1,0,1,0,0,"The more times that I shop at your store, the more times I am impressed.  Don't change anything"
101551,"M",66,"Married","New Zealand","I: 170,000 - 189,999","PhD","Prof.","3",7,1,1,1,1,1,1,0,0,"Can I use my Affinity card to buy bulk purchases and ship them to my mother in Arizona?"
101552,"M",28,"NeverM","United States of America","B: 30,000 - 49,999","Bach.","Prof.","1",3,0,0,0,0,1,1,1,0,"My brother uses the affinity card a lot. I think the competitor has better prices without it."
101553,"M",52,"Married","United States of America","D: 70,000 - 89,999","HS-grad","Handler","3",1,0,0,0,1,1,1,0,0,"Affinity card is a great idea. But your store is still too expensive. I am tired of your lousy junk mail."
101554,"M",64,"Married","United States of America","J: 190,000 - 249,999","< Bach.","Sales","3",6,0,1,1,1,1,1,0,0,"Thank you, But please remove my name from your list."
101555,"M",41,"Married","Italy","B: 30,000 - 49,999","7th-8th","Crafts","3",4,0,0,0,1,0,1,0,0,"Affinity card is great. I think it is a hassle to have to remember to bring it in every time though."
101556,"F",64,"Widowed","United States of America","E: 90,000 - 109,999","< Bach.","?","9+",2,0,0,0,1,1,1,0,0,"Affinity card makese sense only for bulk purchases. For all others, driving so far is not worth the discount. Either offer free shipping or build a store close by."
101557,"M",47,"Married","United States of America","K: 250,000 - 299,999","HS-grad","Sales","3",6,1,1,1,1,1,1,0,0,"Can I use my Affinity card to buy bulk purchases and ship them to my mother in Arizona?"
101558,"F",27,"Separ.","United States of America","J: 190,000 - 249,999","9th","?","9+",3,0,1,1,0,0,1,1,0,"I love shopping with my Affinity Card! Thank you. I used it to purchase a new flat panel monitor. It is amazing. Thank you again!"
101559,"M",38,"Married","United States of America","E: 90,000 - 109,999","Masters","Exec.","3",7,1,0,0,1,1,1,0,0,"I don't like your new Affinity Card program.  Too little, too late.  I am very happy with your competitor's stores."
101560,"M",46,"Married","United States of America","E: 90,000 - 109,999","Profsc","Prof.","3",7,1,0,0,1,1,1,0,0,"I run a small convenience store. Any chance that I would be eligible for larger discounts if I purchase a large quantity of items (bulk purchase)?"
101561,"M",34,"Married","United States of America","J: 190,000 - 249,999","< Bach.","Other","3",3,0,1,1,0,1,1,0,0,"I am unhappy with the service at your store. Do not consider me a loyal customer just because I use your Affinity Card"
101562,"M",54,"Married","United States of America","I: 170,000 - 189,999","HS-grad","Crafts","3",5,0,1,1,1,1,1,0,0,"Affinity card is a great idea. But your store is still too expensive. I am tired of your lousy junk mail."
101563,"F",47,"NeverM","Brazil","J: 190,000 - 249,999","HS-grad","Exec.","1",6,0,1,1,1,1,1,0,0,"Thanks but even with your discounts, your products are too expensive. Sorry."
101564,"M",46,"Married","United States of America","J: 190,000 - 249,999","Masters","Sales","3",7,1,1,1,1,1,1,0,0,"I purchased the new mouse pads and love them. I also purchased one for my sister and one for my brother."
101565,"F",32,"NeverM","United States of America","K: 250,000 - 299,999","Masters","Exec.","2",5,1,1,1,0,1,1,0,0,"I love it. Will never shop at other shops again!"
101566,"M",38,"Divorc.","United States of America","J: 190,000 - 249,999","Bach.","Exec.","2",6,0,1,1,1,1,1,0,0,""
101567,"M",49,"Married","United States of America","F: 110,000 - 129,999","HS-grad","Transp.","3",5,0,0,0,1,1,1,0,0,"I used to shop at your store, but have stopped now. I tried to return some electronic items and your store manager was a pain to deal with."
101568,"M",21,"NeverM","United States of America","F: 110,000 - 129,999","< Bach.","Handler","1",2,0,0,0,0,1,1,1,0,"I shop your store a lot.  I love your weekly specials."
101569,"M",49,"Married","United States of America","I: 170,000 - 189,999","Assoc-A","Sales","3",6,0,1,1,1,1,1,0,0,"Affinity card makese sense only for bulk purchases. For all others, driving so far is not worth the discount. Either offer free shipping or build a store close by."
101570,"M",42,"Married","United States of America","J: 190,000 - 249,999","Profsc","Prof.","3",5,1,1,1,1,1,1,0,0,"Affinity card is great. I think it is a hassle to have to remember to bring it in every time though."
101571,"F",25,"NeverM","United States of America","L: 300,000 and above","Assoc-V","Other","1",1,0,1,1,0,1,1,1,0,"Thanks but even with your discounts, your products are too expensive. Sorry."
101572,"F",46,"Divorc.","United States of America","H: 150,000 - 169,999","HS-grad","Cleric.","9+",5,0,1,0,1,1,1,0,0,"I used to shop at your store, but have stopped now. I tried to return some electronic items and your store manager was a pain to deal with."
101573,"M",34,"Married","United States of America","I: 170,000 - 189,999","11th","Machine","3",3,0,1,1,0,0,1,0,0,"Thanks but even with your discounts, your products are too expensive. Sorry."
101574,"M",52,"Married","United States of America","G: 130,000 - 149,999","< Bach.","Sales","3",9,0,0,0,1,1,1,0,0,"I love shopping with my Affinity Card! Thank you. I used it to purchase a new flat panel monitor. It is amazing. Thank you again!"
101575,"F",28,"Married","Australia","L: 300,000 and above","HS-grad","?","4-5",1,0,1,1,0,1,1,1,0,"Forget it. I 'm not giving you all my personal information.  I wish you'd give up and respect a customer's privacy."
101576,"F",21,"NeverM","United States of America","J: 190,000 - 249,999","< Bach.","Other","1",2,0,1,1,0,1,1,1,0,"I am not going to waste my time filling up this three page form. Lousy idea."
101577,"F",33,"Married","United States of America","F: 110,000 - 129,999","< Bach.","Exec.","4-5",3,1,0,0,0,1,1,0,0,""
101578,"M",54,"Married","United States of America","I: 170,000 - 189,999","HS-grad","Crafts","3",5,1,1,1,1,1,1,0,0,"Thanks but even with your discounts, your products are too expensive. Sorry."
101579,"M",46,"Married","United States of America","H: 150,000 - 169,999","< Bach.","Machine","3",5,0,1,0,1,1,1,0,0,"A lousy idea.  I threw your card away. If you want to know what I buy, I'll shop elsewhere."
101580,"M",43,"Married","United States of America","E: 90,000 - 109,999","HS-grad","Machine","3",4,1,0,0,1,1,1,0,0,"I run a small convenience store. Any chance that I would be eligible for larger discounts if I purchase a large quantity of items (bulk purchase)?"
101581,"M",42,"Married","United States of America","I: 170,000 - 189,999","Profsc","Prof.","3",4,1,1,1,1,1,1,0,0,"I am not going to waste my time filling up this three page form. Lousy idea."
101582,"M",35,"Married","United States of America","J: 190,000 - 249,999","HS-grad","Crafts","3",4,0,1,1,1,1,1,0,0,"The new affinity card is great. Thank you. I do  have to say that it is a hassle to remember to bring it  with me when I shop as I only shop at your store  for sale items. Could you keep my record in your computer?"
101583,"M",57,"Divorc.","Poland","L: 300,000 and above","1st-4th","Crafts","9+",6,0,1,1,1,0,1,0,0,"Don't send me any more promotions.  I get too much lousy junk mail already"
101584,"F",27,"NeverM","United States of America","L: 300,000 and above","HS-grad","Exec.","1",3,0,1,1,0,1,1,1,0,"Dear store manager, please do not send me any more Affinity cards. I do not shop at your store very often and I feel that your new card imposes an invasion on my privacy."
101585,"M",21,"NeverM","United States of America","H: 150,000 - 169,999","< Bach.","Handler","1",2,0,1,0,0,1,1,1,0,"A great program but I have to complain just a bit. Why do you need to know how many children I have, where I shop, etc.?  Give us a discount for shopping at your store, but don't ask too many personal questions."
101586,"F",34,"NeverM","United States of America","L: 300,000 and above","< Bach.","Exec.","2",4,0,1,1,0,1,1,0,0,""
101587,"F",35,"Divorc.","United States of America","L: 300,000 and above","< Bach.","Prof.","9+",4,0,1,1,1,1,1,0,0,""
101588,"M",21,"NeverM","United States of America","L: 300,000 and above","< Bach.","Prof.","1",1,0,1,1,0,1,1,1,0,"Don't send me any more promotions.  I get too much lousy junk mail already"
101589,"M",42,"Divorc.","United States of America","C: 50,000 - 69,999","HS-grad","Machine","2",4,0,0,0,1,1,1,0,0,"I purchased the new mouse pads and love them. I also purchased one for my sister and one for my brother."
101590,"M",47,"NeverM","United States of America","K: 250,000 - 299,999","Masters","Prof.","2",5,0,1,1,1,1,1,0,0,"A lousy idea.  I threw your card away. If you want to know what I buy, I'll shop elsewhere."
101591,"F",40,"Divorc.","United States of America","J: 190,000 - 249,999","< Bach.","Other","2",4,0,1,1,1,1,1,0,0,"I shop your store a lot.  I love your weekly specials."
101592,"F",35,"Married","United States of America","J: 190,000 - 249,999","Assoc-V","Other","4-5",4,1,1,1,1,1,1,0,0,"I purchased the new mouse pads and love them. I also purchased one for my sister and one for my brother."
101593,"M",53,"Married","United States of America","F: 110,000 - 129,999","Masters","Exec.","3",8,1,0,0,1,1,1,0,0,"I purchased a new computer from your store recently and then received the new discount membership card.  Could I speak with a store manager about getting discounts for my past purchases?"
101594,"F",18,"NeverM","United States of America","G: 130,000 - 149,999","< Bach.","Other","1",1,0,0,0,0,1,1,1,0,"I used to shop at your store, but have stopped now. I tried to return some electronic items and your store manager was a pain to deal with."
101595,"M",26,"Married","United States of America","I: 170,000 - 189,999","Bach.","Other","3",3,1,1,1,0,1,1,1,0,"Could you send an Affinity Card to my mother in France?  Let me know and I'll send you here address."
101596,"M",23,"NeverM","United States of America","B: 30,000 - 49,999","HS-grad","Handler","6-8",2,0,0,0,0,1,1,1,0,"I am unhappy with the service at your store. Do not consider me a loyal customer just because I use your Affinity Card"
101597,"M",18,"NeverM","United States of America","I: 170,000 - 189,999","11th","Handler","1",1,0,1,1,0,0,1,1,0,"I love the discounts. But I mostly end upbuying  things I do not need."
101598,"F",32,"NeverM","United States of America","F: 110,000 - 129,999","< Bach.","Cleric.","2",4,0,0,0,0,1,1,0,0,"The more times that I shop at your store, the more times I am impressed.  Don't change anything"
101599,"M",51,"Divorc.","United States of America","B: 30,000 - 49,999","HS-grad","Crafts","2",5,0,0,0,1,1,1,0,0,"Affinity card makese sense only for bulk purchases. For all others, driving so far is not worth the discount. Either offer free shipping or build a store close by."
101600,"M",45,"Married","United States of America","F: 110,000 - 129,999","< Bach.","Exec.","3",5,1,0,0,1,1,1,0,0,"Why didn't you start a program like this before? Everyone else has been offering discounts like this for years."
101601,"M",56,"Married","United States of America","K: 250,000 - 299,999","< Bach.","Crafts","3",6,0,1,1,1,1,1,0,0,"I am not going to waste my time filling up this three page form. Lousy idea."
101602,"F",20,"NeverM","United States of America","K: 250,000 - 299,999","< Bach.","Cleric.","1",1,0,1,1,0,1,1,1,0,"I love the new on-line documentation."
101603,"M",47,"Married","United States of America","G: 130,000 - 149,999","HS-grad","Crafts","3",5,1,0,0,1,1,1,0,0,"I purchased a new computer from your store recently and then received the new discount membership card.  Could I speak with a store manager about getting discounts for my past purchases?"
101604,"M",42,"Married","United States of America","J: 190,000 - 249,999","HS-grad","Crafts","3",5,0,1,1,1,1,1,0,0,"I shop your store a lot.  I love your weekly specials."
101605,"M",48,"Married","United States of America","K: 250,000 - 299,999","Bach.","Exec.","3",6,1,1,1,1,1,1,0,0,"Affinity card is great. I think it is a hassle to have to remember to bring it in every time though."
101606,"F",39,"Married","United States of America","I: 170,000 - 189,999","Bach.","Exec.","4-5",6,1,1,1,1,1,1,0,0,"I purchased a new computer recently, but the manuals weren't included.  Could you ship them to me directly?"
101607,"M",59,"Separ.","United States of America","G: 130,000 - 149,999","< Bach.","Sales","2",9,1,0,0,1,1,1,0,0,"My brother uses the affinity card a lot. I think the competitor has better prices without it."
101608,"M",36,"Divorc.","United States of America","L: 300,000 and above","Assoc-A","Exec.","2",5,0,1,1,1,1,1,0,0,"Thank you, But please remove my name from your list."
101609,"F",18,"NeverM","United States of America","K: 250,000 - 299,999","11th","Sales","2",1,0,1,1,0,0,1,1,0,"I used to shop at your store, but have stopped now. I tried to return some electronic items and your store manager was a pain to deal with."
101610,"M",18,"NeverM","United States of America","I: 170,000 - 189,999","11th","Handler","1",0,0,1,1,0,0,1,1,0,"Great program.  Love the discount. Signed happy customer."
101611,"F",20,"NeverM","United States of America","F: 110,000 - 129,999","< Bach.","?","1",2,0,0,0,0,1,1,1,0,"Affinity card is great. I think it is a hassle to have to remember to bring it in every time though."
101612,"M",26,"Married","United States of America","G: 130,000 - 149,999","Bach.","?","3",3,0,0,0,0,1,1,1,0,"Affinity card is great. I think it is a hassle to have to remember to bring it in every time though."
101613,"M",33,"NeverM","Saudi Arabia","K: 250,000 - 299,999","HS-grad","Other","9+",3,0,1,1,0,1,1,0,0,"I just purchased a computer from your store last month.  Why didn't you offer this discount then?"
101614,"M",62,"Married","United States of America","E: 90,000 - 109,999","10th","Machine","3",6,0,0,0,1,0,1,0,0,"Thanks but even with your discounts, your products are too expensive. Sorry."
101615,"F",27,"Divorc.","United States of America","I: 170,000 - 189,999","< Bach.","Cleric.","1",1,0,1,1,0,1,1,1,0,"Shopping at your store is a hassle. I rarely shop there and usually forget to bring your new loyalty card and hence never get the items at the sale price.  Can a store manager look up my account on-line?"
101616,"F",23,"NeverM","United States of America","E: 90,000 - 109,999","Bach.","TechSup","1",2,0,0,0,0,1,1,1,0,""
101617,"F",22,"NeverM","Denmark","B: 30,000 - 49,999","< Bach.","?","1",0,0,0,0,0,1,1,1,0,"I am unhappy with the service at your store. Do not consider me a loyal customer just because I use your Affinity Card"
101618,"M",46,"Married","United States of America","E: 90,000 - 109,999","< Bach.","Crafts","3",5,0,0,0,1,1,1,0,0,"Why didn't you start a program like this before? Everyone else has been offering discounts like this for years."
101619,"F",39,"NeverM","Brazil","J: 190,000 - 249,999","11th","Prof.","9+",3,0,1,1,1,0,1,0,0,"The new affinity card is great. Thank you. I do  have to say that it is a hassle to remember to bring it  with me when I shop as I only shop at your store  for sale items. Could you keep my record in your computer?"
101620,"M",46,"Married","United States of America","H: 150,000 - 169,999","HS-grad","Cleric.","3",7,1,1,0,1,1,1,0,0,"I purchased a new computer from your store recently and then received the new discount membership card.  Could I speak with a store manager about getting discounts for my past purchases?"
101621,"M",46,"Married","United States of America","J: 190,000 - 249,999","Bach.","Protec.","3",5,1,1,1,1,1,1,0,0,"Does this discount work if you live in Australia?I've moved and I would like to purchase a few items as gifts but want the discount.  Have you ever considered offering free shipping?"
101622,"M",23,"NeverM","United States of America","J: 190,000 - 249,999","HS-grad","Machine","2",2,0,1,1,0,1,1,1,0,"I purchased a new computer from your store recently and then received the new discount membership card.  Could I speak with a store manager about getting discounts for my past purchases?"
101623,"F",37,"Separ.","United States of America","J: 190,000 - 249,999","12th","House-s","9+",4,0,1,1,1,0,1,0,0,"I love the discounts. But I mostly end upbuying  things I do not need."
101624,"M",37,"NeverM","Japan","B: 30,000 - 49,999","< Bach.","Other","1",4,0,0,0,1,1,1,0,0,"I love the new on-line documentation."
101625,"M",55,"Married","United States of America","J: 190,000 - 249,999","< Bach.","Crafts","3",6,0,1,1,1,1,1,0,0,"Dear store manager, please do not send me any more Affinity cards. I do not shop at your store very often and I feel that your new card imposes an invasion on my privacy."
101626,"F",45,"Divorc.","United States of America","I: 170,000 - 189,999","Masters","Prof.","1",7,0,1,1,1,1,1,0,0,"It is a good way to attract new shoppers. After shopping at your store for more than a month, I am ready to move on though. Not enough variety"
101627,"M",29,"NeverM","United States of America","I: 170,000 - 189,999","Bach.","Sales","2",4,1,1,1,0,1,1,1,0,"I purchased a new computer from your store recently and then received the new discount membership card.  Could I speak with a store manager about getting discounts for my past purchases?"
101628,"M",20,"NeverM","United States of America","H: 150,000 - 169,999","< Bach.","?","1",2,0,1,0,0,1,1,1,0,"Don't send me any more promotions.  I get too much lousy junk mail already"
101629,"M",40,"Married","United States of America","I: 170,000 - 189,999","< Bach.","Sales","3",6,1,1,1,1,1,1,0,0,"Affinity card is great. I think it is a hassle to have to remember to bring it in every time though."
101630,"M",40,"Married","United States of America","D: 70,000 - 89,999","< Bach.","Sales","3",5,0,0,0,1,1,1,0,0,"I used to shop at your store, but have stopped now. I tried to return some electronic items and your store manager was a pain to deal with."
101631,"F",20,"NeverM","United States of America","L: 300,000 and above","< Bach.","Cleric.","1",1,0,1,1,0,1,1,1,0,"I love the discounts. But I mostly end upbuying  things I do not need."
101632,"M",35,"Separ.","United States of America","H: 150,000 - 169,999","HS-grad","Transp.","1",4,0,1,1,1,1,1,0,0,"I purchased the new mouse pads and love them. I also purchased one for my sister and one for my brother."
101633,"M",34,"Married","United States of America","I: 170,000 - 189,999","Profsc","Prof.","3",5,1,1,1,0,1,1,0,0,"I love shopping with my Affinity Card! Thank you. I used it to purchase a new flat panel monitor. It is amazing. Thank you again!"
101634,"M",24,"Married","United States of America","J: 190,000 - 249,999","Bach.","Sales","3",2,0,1,1,0,1,1,1,0,"Don't send me any more promotions.  I get too much lousy junk mail already"
101635,"M",46,"Married","United States of America","B: 30,000 - 49,999","Bach.","Exec.","3",6,0,0,0,1,1,1,0,0,"I love shopping with my Affinity Card! Thank you. I used it to purchase a new flat panel monitor. It is amazing. Thank you again!"
101636,"M",17,"NeverM","United States of America","L: 300,000 and above","12th","Other","1",1,0,1,1,0,0,1,1,0,"A great program but I have to complain just a bit. Why do you need to know how many children I have, where I shop, etc.?  Give us a discount for shopping at your store, but don't ask too many personal questions."
101637,"M",32,"Married","United States of America","A: Below 30,000","Assoc-V","TechSup","3",3,0,0,0,0,1,1,0,0,"I love the discounts. But I mostly end upbuying  things I do not need."
101638,"M",41,"Married","United States of America","E: 90,000 - 109,999","Bach.","Sales","3",6,0,0,0,1,1,1,0,0,"I love the discounts. But I mostly end upbuying  things I do not need."
101639,"F",33,"Divorc.","China","H: 150,000 - 169,999","HS-grad","?","2",3,0,1,0,0,1,1,0,0,"The more times that I shop at your store, the more times I am impressed.  Don't change anything"
